Domain,Company,company_clean,public_emails_clean,Industry Groups,Employees,City,State,Country,Description,Plan,Revenue Est Monthly,Store Age Years,Product Count,App Spend Mo,Key Apps,Tech Stack,Trustpilot Rating,Trustpilot Reviews,Migrated From,Social Followers,Features,segment,query_name,ingested_at,Source,MV P0,BB,Final Email,Status,Israeli DTC Shopify 10k+ - Contacts - 2026-07-19
pizkatlv.com,Pizk'a by Maya Katan,Pizk'a by Maya Katan,"contact@pizkatlv.com, support@pizkatlv.com",/Apparel,,Tel Aviv-Yafo,Tel Aviv District,IL,"פיצק׳ע מיה קטן - סטודיו לעיצוב שמלות ערב וביגוד קזואל ממוקם בדיזנגוף תל אביב ומיוצר בישראל Contemporary Independent designer from Tel Aviv. Comfort meets style. Boho meets Modern. Evening Gowns, Casual Wear, tops, dresses, Jumpsuits, skirts, you name it! Shop our Collections only on PizkaTlv.com",,5345,8.0,197,8,"AdScale AI Ads Meta/Google Ads, T Lab ‑ AI Language Translate, EM Lookbook Gallery, Frequently Bought Together CBB, Linkify Product Colors","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,,"Shopify New Customer Accounts, Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,mayakatanpizkatlv.com
safebookstore.com,www.safebookstore.com,www.safebookstore.com,"safebooksales@gmail.com, safebookline@gmail.com",/Apparel,,Holon,Center District,IL,"יבוא ושיווק בגדי עבודה, נעלי עבודה, ציוד מקצועי וריהוט למגורי עובדים. פתרונות לעסקים, קבלנים ותאגידים במחירים משתלמים.",,10484,6.4,115,58,"Cartly Slide Cart Drawer, ChatBot by Text, Dondy: WhatsApp Marketing+Chat, Fontify: Google & Custom Fonts, Tapita AI SEO Optimizer, Speed","Arrive, ChatBot, Cloudflare, Cloudflare CDN, Facebook Pixel",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), Contact Page, Tracking or Returns, Tracking Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,jonathanyaffasafebookstore.com
elmaronline.com,www.elmaronline.com,www.elmaronline.com,info.elmaronline@gmail.com,/Apparel,,Tel Aviv-Yafo,Tel Aviv District,IL,בגדים חולצות בגדי ים וחוף DENIM שמלות חצאיות סווטשירטים סריגים וסוודרים ג'קטים ומעילים אוברולים בגדי גוף האקססוריז Elmaronline Elmarstyle Elmarstudio,,11512,6.7,204,8,"Shopacado ‑ Volume Discounts, Beast Currency Converter, Growave: Loyalty & Wishlist, Instafeed ‑ Instagram Feed, Kiwi Size Chart & Recommender","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,,"New Shopify Checkout (2022), Accepts Gift Cards",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"maxlanzarottielmaronline.com,lemanmemmedovaelmaronline.com"
theshoval.com,theshoval.com,theshoval.com,"theshovalshop@gmail.com, https://www.youtube.com/@theshoval, https://www.tiktok.com/@theshoval",/Sports/Team Sports,,Acre,North District,IL,נעלי כדורסל | ביגוד כדורסל NBA | תיקי ספורט | מוצרים מקצועיים כדורסלן? ספורטאי? הגעת למקום הנכון! רק באתר שלנו תוכלו למצוא את הדברים שאתם באמת מחפשים כדי להיות השחקנים עם הכי הרבה סטייל על המגרש ולהשתפר בענף שלך!,,19324,2.6,296,8,"17TRACK Order Tracking, Sami B2B Lock,Password Protect, SendWILL Popup Email Marketing, Klaviyo: Email Marketing & SMS, Shopify Local Delivery","Arrive, Cloudflare, Cloudflare CDN, Google Ads Pixel, Google Adsense",,,,TT 3.2k,"Shopify Online Store 2.0, New Shopify Checkout (2022), Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
cactustlv.com,CACTUS TLV,CACTUS TLV,https://www.tiktok.com/@cactustlv,/Apparel,,Tel Aviv-Yafo,Tel Aviv District,IL,CACTUS TLV,,12129,1.7,963,8,"Consentik GPDR Cookie Banner, Hextom: Countdown Timer Bar, Product Reviews, Sense RTL: עברית, Sherpas: Smart SEO","Arrive, Bing Ads, Cloudflare, Cloudflare CDN, Google Adsense",,,,,"Brands Page, Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
celia-dee.co.il,Celia Dee,Celia Dee,"cs@celiadee.co.il, info@celiadee.co.il",/Apparel/Undergarments | /Apparel/Women's Clothing,,,,IL,"הלבשה תחתונה לנשים - כולל מגוון חזיות, תחתונים, גופיות ומחטבים. עיצובים נוחים ואיכותיים אבל גם כזו שלא צריך לשבור את הכיס בשבילה. נמכרים בלעדית אונליין ומגיעים עד אלייך במשלוח מהיר עד הבית - בשיא הקלות והנוחות.",,11718,5.8,55,42,"Bundler ‑ Product Bundles App, DiscountYard — Stack Discounts, SendWILL Popup Email Marketing, Notify Me, Back in Stock: SW, Hextom: Countdown Timer Bar","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,,"Shopify Online Store 2.0, Product Page Video Tag, New Shopify Checkout (2022), Contact Page, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"stevendukecelia-dee.co.il,yaelamiracelia-dee.co.il"
rangov.com,Ran Gov,Ran Gov,contactus@rangov.com,/Toys & Hobbies/Arts & Crafts,,Holon,Center District,IL,Ran Gov,,11306,2.1,258,12,"B2B Customer Portal Bulk Order, BSS B2B Order, Request a Quote, BSS B2B Wholesale Pricing, Blockify Fraud Filter, Blocker, Blockify Age Verification 18+","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, GoKwik",,,,,"FAQ Page, Shopify Online Store 2.0, Product Page Video Tag, International Shipping, New Shopify Checkout (2022)",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
kelev-teva.co.il,teva,teva,"hello@kelev-teva.co.il, info@kelevteva.co.il, kelevteva@gmail.com",/Pets & Animals/Pet Food & Supplies | /Pets & Animals/Dogs,,Beit HaLevi,Center District,IL,"האתר הרשמי של כלב טבע! מחפשים האכלה טבעית לכלב? בכלב טבע תמצאו מגוון תזונה טבעית לכלב 100% טבעי על בסיס בשר, ירקות ופירות. אוכל טבעי בריא לכלבים ללא חומר משמר. אנו בכלב טבע מאמינים שמגיע לכלב שלכם את הטוב ביותר!",,14390,1.2,1946,,"AdScale AI Ads Meta/Google Ads, Discounty: Bulk Discount Sales, Discounted Pricing & Sales","Arrive, Cloudflare, Cloudflare CDN, Flashy, Google Workspace",,,opencart (2025),,"New Shopify Checkout (2022), Contact Page, Has Blog",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,shirelkelev-teva.co.il
selfish.store,www.selfish.store,www.selfish.store,"hello@selfish.store, https://www.tiktok.com/@selfishtoys",/Adult,,Tel Aviv-Yafo,Tel Aviv District,IL,צעצועי מין ממגוון סוגים באיכות פרמיום מחכים לך בסלפיש - חנות אביזרי מין אונליין. אביזרי סקס במחירים בלעדיים עם משלוחים בפריסה ארצית.,,10484,3.0,34,10,"Accessibly, Nova: Multi Currency Converter, Preorder, Back In Stock ‑ STOQ, BixGrow Affiliate Marketing, Simprosys Google Shopping Feed","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Flashy",,,,,"Shopify Online Store 2.0, 3D Models, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
sandycup.com,SandyCup,SandyCup,"info@sandycup.com, https://www.youtube.com/@sandycup, https://www.tiktok.com/@sandycup_sport",/Apparel/Athletic Apparel | /Sports/Sporting Goods | /Apparel,,,,IL,"Unleash your potential with Sandy sport clothing and equipment. Find stylish, high-performance kits, Sandyballs, and accessories designed for victory.",,16651,1.6,70,50,"17TRACK Order Tracking, Nova: Multi Currency Converter, ChatBot by Text, Dondy: WhatsApp Marketing+Chat, Microsoft Clarity: AI Insights","Arrive, ChatBot, Cloudflare, Cloudflare CDN, Google Ads Pixel",,,,,"Shopify Online Store 2.0, International Shipping, Product Page Video Tag, New Shopify Checkout (2022), Free Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,idoshimelmitzsandycup.com
miolor.co.il,miolor,miolor,"info.miolor@gmail.com, info@miolor.co.il",/Beauty & Fitness/Face & Body Care/Perfumes & Fragrances,,Holon,Center District,IL,בשמי יוקרה בהשראת המותגים האייקוניים - ריכוז גבוה במיוחד ותמציות מצרפת (Extrait de Parfum). ניחוחות עמידים שמשאירים שובל מטורף. משלוחים מהירים לכל הארץ,,15418,2.1,155,65,"UpPromote Affiliate Marketing, Chaty Chat Buttons & WhatsApp, EA • Sticky Add to Cart Drawer, Essential Countdown Timer Bar, Essent Preorder Back in Stock","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Flashy",,,custom (2026),,"Shopify Online Store 2.0, New Shopify Checkout (2022), Tracking or Returns, Tracking Page, Has Blog",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
after-shower.com,After Shower,After Shower,"https://www.tiktok.com/@afterrshower, contact@after-shower.com",/Beauty & Fitness/Face & Body Care/Hygiene & Toiletries,,Sderot,South District,IL,"גלו את מוצרי הטיפוח של אפטר שוואר – בשמים, קרמי גוף, דאודורנטים וסבוני רחצה בניחוחות מפנקים. תחושת אחרי המקלחת לאורך כל היום.",,10073,1.2,73,13,"BixGrow Affiliate Marketing, Infinite Product Options, Powerful Contact Form Builder","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Flashy",,,,,"Shopify New Customer Accounts, Shopify Online Store 2.0, Product Page Video Tag, New Shopify Checkout (2022), Accepts Gift Cards",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
houseofgon.com,house of GON,house of GON,houseofgon@gmail.com,/Apparel,,Tel Aviv-Yafo,Tel Aviv District,IL,"האוס אוף גון – אופנה ישראלית. נוחות, איכות וסטייל, לנשים וגברים",,12129,0.5,699,83,"Customily Product Personalizer, PreOrder Globo | Back in Stock, Webkul Product Label, Sami AI Product Labels & Badge, Globo Product Options, Variant","Arrive, Cloudflare, Cloudflare CDN, Customily, Flashy",,,,,"Returns Page, Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"gonigorenhouseofgon.com,annarekuahouseofgon.com"
lidorbar.com,Lidor Bar,Lidor Bar,"lidorbar@lidorbar.com, https://www.tiktok.com/@lidorbarofficial",/Apparel/Women's Clothing,,Rishon LeTsiyon,Center District,IL,"Lidor Bar is an Israeli fashion brand that focuses on creating clothing items that are characterized by a delicate and feminine line. Discover our variety of collections: dresses, skirts, and blouses",,11306,3.3,69,,"MP Size Chart & Size Guide, BixGrow Affiliate Marketing, Essential Countdown Timer Bar, Essent FreeShipping Upsell App, GOAFFPRO ‑ Affiliate Marketing","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, GoAffPro",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, Wholesale/Retailers Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,lidorbarlidorbar.com
yontitokyo.co.il,Yonti TOKYO Decorative Club,Yonti TOKYO Decorative Club,"info@yontitokyo.com, info@yontitokyo.co.il",/Home & Garden,,Rishon LeTsiyon,Center District,IL,"יונתי טוקיו - אתר לקניית ריהוט ייחודי, צבעוני, איכות בלתי מתפשרת עם עיצוב בהשראת התרבות היפנית; מגוון מוצרים באספקה מהירה של משלוח עד בית הלקוח בתוך 5 ימי עסקים בלבד. ספות | כורסאות | שולחנות | כיסאות | דמויות מעוצבות | נרות | אקססוריז | ארגון ואחסון | מראות. Yonti Tokyo",,18296,1.8,557,,"Pandectes GDPR Compliance, Preorder Now Presale Timesact","Arrive, Cloudflare, Cloudflare CDN, Google Workspace, PayPal Express Checkout",,,,,"Shopify Online Store 2.0, Product Page Video Tag, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
shopadee.co.il,Adee – Adee Israel,Adee – Adee Israel,shopadee@melibyfame.co.il,/Apparel,,Jerusalem,Jerusalem District,IL,Adee Israel,,14390,2.4,107,19,"Color Swatch King: Variants, Wrapped: Gift Wrap & Messages","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,,"Shopify New Customer Accounts, Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
campystreet.com,Street,Street,https://www.tiktok.com/@campy12.10,/Apparel/Casual Apparel,,Jerusalem,Jerusalem District,IL,Campy-Street,,15623,2.7,729,45,"Bundler ‑ Product Bundles App, Beast Currency Converter, Kiwi Size Chart & Recommender, Boost AI Search & Filter, SA Request a Quote, Hide Price","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Flashy",,,,,"Shopify New Customer Accounts, Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"chenchaplocampystreet.com,orelchaplocampystreet.com,omerchaplocampystreet.com"
zesneakers.co.il,ZE Sneakers,ZE Sneakers,zesneakersil@gmail.com,/Apparel/Footwear | /Apparel/Athletic Apparel,,Tel Aviv-Yafo,Tel Aviv District,IL,"זה סניקרס – חנות נעלי סניקרס באינטרנט עם מבחר ענק של נעלי ספורט לגברים ונשים, כולל דגמים ייחודיים, סניקרס קלאסיות וחדשות, שירות לקוחות זמין, משלוחים מהירים והנחות בלעדיות. קנה עכשיו את הסניקרס המושלמות שלך!",,10484,1.7,916,8,"Chaty Chat Buttons & WhatsApp, Product Reviews, RS: AI Search Bar & Filter, Sense RTL: עברית, Shopify Forms","Arrive, Cloudflare, Cloudflare CDN, TikTok Pixel, Vimeo",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), Contact Page, Tracking or Returns, Tracking Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
dr-phyto.com,dr-phyto.com,dr-phyto.com,"https://www.tiktok.com/@dr_phyto, partnerships@dr-phyto.com",/Beauty & Fitness/Face & Body Care/Skin & Nail Care,,Even Yehuda,Center District,IL,"גלו מגוון תוספי תזונה טבעיים וויטמינים איכותיים בחנות המקוונת של Dr-phyto. מוצרים בפיקוח מקצועי לשיפור הבריאות והחיוניות, במחירים הוגנים ומשלוח עד הבית.",,1645,8.0,49,19,"ADA Accessibility Widget by AP, UpPromote Affiliate Marketing, Loox ‑ Product Reviews App, Microsoft Clarity: AI Insights, Mintt TikTok Feed","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Flashy",,,woocommerce (2025),TT 1.6k,"Shopify New Customer Accounts, Shopify Online Store 2.0, New Shopify Checkout (2022), Contact Page, Has Blog",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
audiofeel.co.il,AudioFeel®,AudioFeel,"info@audiofeel.pro, https://www.youtube.com/@audiofeel-, https://www.tiktok.com/@audiofeel_il, info@audiofeel.co.il",/Consumer Electronics/Audio Equipment,,Tel Aviv-Yafo,Tel Aviv District,IL,"אטמי אוזניים מתקדמים ייחודיים לחוויות מוזיקה מושלמות במסיבות, פסטיבלים חתונות ואירועים שמרו על השמיעה ותהנו מסאונד איכותי. 🌟 האוזניים שלכם יודו לכם",,15212,1.6,16,92,"AdScale AI Ads Meta/Google Ads, Preorder, Back In Stock ‑ STOQ, SEOWILL ‑ 404 Link Redirect, Kaching Bundles App & Upsells, Bundler ‑ Product Bundles App","Arrive, Cloudflare, Cloudflare CDN, GoAffPro, Google Ads Pixel",,,,,"Returns Page, Shopify Online Store 2.0, Cryptocurrency Messaging, Product Page Video Tag, New Shopify Checkout (2022)",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"omerinbaraudiofeel.co.il,kathiabrachoaudiofeel.co.il,yaelponiaudiofeel.co.il"
jerseyglow.store,Jersey Glow,Jersey Glow,"jerseyglow.store@gmail.com, https://www.tiktok.com/@jersey.glow8",,,Ra'anana,Center District,IL,Jersey Glow,,11101,1.2,806,11,"17TRACK Order Tracking, AG Product Reviews App & UGC, Super Announcement Bar, G:Customer Testimonials Slider, Essent Cart Drawer Cart Upsell","Arrive, Cloudflare, Cloudflare CDN, Next.js, PayPal Checkout",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
youth-of-light.org,Youth of Light,Youth of Light,"online@fpp.org.il, contact@fpp.org.il",/People & Society,,Rishpon,Center District,IL,עמותת נערים בסיכון מפעילה בתי מלאכה חברתיים למגוון נרות וסבונים מחומרים טבעיים ובעבודת יד. קולקציית החנוכיות של נערי האור | מחזירים את האור והתקווה | להמשיך ולתמוך באלו שזקוקים לנו. נרות מצמחי מרפא. מארזי מתנה מפתיעים. נרות טבעיים. נרות ציטרונלה דוחי יתושים,,14184,6.2,58,30,"UpPromote Affiliate Marketing, CartBot: Gift with purchase, CodeInspire Accessibility Tool, Fontify: Google & Custom Fonts, Hulk Contact Form Builder","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Flashy",,,,,"Shopify Online Store 2.0, Product Page Video Tag, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
shades.co.il,SHADES,SHADES,sales@chill.co.il,/Home & Garden/Home Furnishings/Curtains & Window Treatments,,,,IL,"שיידס - מותג הצילייה לים המוביל בישראל, בחנות האינטרנטית של שיידס תוכלו למצוא ציליה לים קטנה וציליה לים גדולה - במיוחד צילייה מלייקרה ואת כל סוגי ההצללות לים, ובכלל. הצילייה לים של שיידס מותאמת לשמש וציליה מבד לייקרה איכותי המסנן כמות גבוהה של קרינה. יש מגוון מתחרים המוכרים ציליות לים אבל אל תתפשרו! רק שיידס SHADES",,18347,8.2,20,225,"Hextom: Countdown Timer Bar, Elevar Conversion Tracking, Product Reviews, POWr","Arrive, Cloudflare, Cloudflare CDN, Elevar, Facebook Pixel",,,,,"Product Page Video Tag, New Shopify Checkout (2022), Contact Page, Has Blog",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
formidable.store,FORMIDABLÉ,FORMIDABLÉ,mail@formidable.store,/Apparel,,Rishon LeTsiyon,Center District,IL,- אתר בגדי הים המעוצבים של פורמידבלה. מגוון ומחירים ללא תחרות! משלוחים עד הבית לכל הארץ.,,15623,7.3,429,147,"AC ‑ Accessibility Toolkit, Matat Announcement bar, Instafeed ‑ Instagram Feed, ReturnGO Returns & Exchanges","Arrive, Cloudflare, Cloudflare CDN, Google Workspace, Vimeo",,,wix (2026),,"Shopify New Customer Accounts, Shopify Online Store 2.0, Free Returns, New Shopify Checkout (2022), Accepts Gift Cards",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
feelbyabby.com,FEEL by Abby,FEEL by Abby,"https://www.tiktok.com/@feel_by_abby, support@feelbyabby.com, feel@feelbyabby.com",/Beauty & Fitness/Face & Body Care/Perfumes & Fragrances,,Rishon LeTsiyon,Center District,IL,"FEEL by Abby - קולקציה ייחודית של בשמי נשים וגברים. חווית בישום ייחודית, משלוחים מהירים ושירות אישי עד הבית.",,19735,0.5,29,,"ADA Accessibility Widget by AP, Discounty: Bulk Discount Sales, BOGOS: Free Gift Bundle Upsell, Judge.me Product Reviews App, BOT: Buy X Get Y, Free Gifts","Arrive, Cloudflare, Cloudflare CDN, Flashy, Google Ads Pixel",,,,,"Shopify New Customer Accounts, Shopify Online Store 2.0, New Shopify Checkout (2022), Contact Page, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
hybrid-israel.com,HYBRID,HYBRID,hybridamitp@gmail.com,,,Ashdod,South District,IL,HYBRID,,14801,0.8,10,66,"BUCKS Currency Converter PRO++, ChatBot by Text, Dondy: WhatsApp Marketing+Chat, Kiwi Size Chart & Recommender, Loox ‑ Product Reviews App","Arrive, ChatBot, Cloudflare, Cloudflare CDN, Flashy",,,,,"Contact Page, Shopify Online Store 2.0, Product Page Video Tag, New Shopify Checkout (2022), Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
skims.co.il,SKIMS IL,SKIMS IL,"help@skims.co.il, https://www.tiktok.com/@skims, help@skims.com",/Apparel/Undergarments,1194,Tel Aviv-Yafo,Tel Aviv District,IL,,Shopify Plus,71479,0.5,615,13,"ShipID — Address Validation, Shopify Checkout Blocks, GOAFFPRO ‑ Affiliate Marketing, Klaviyo: Email Marketing & SMS, Smart Search & Filter","Arrive, Cloudflare, Cloudflare CDN, GoAffPro, Google Ads Pixel",,,,X 147k / YT 57k / TT 2.6m,"Returns Page, Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Store Locator Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
wildmatterarts.com,Wild Matter Arts,Wild Matter Arts,wildmatter1@gmail.com,/People & Society,,Ra'anana,Center District,IL,Wild Matter Arts Online Shop is specializing in one of a kind Native Art for Sale from Latin America Natural handmade jewelry aromatherapy Native Colombian Shamanic Art Fare-Trade Natural Handmade Shop,,18240,8.7,130,11,"Beast Currency Converter, Nova: GDPR Cookie Consent, Hotjar Install, Judge.me Product Reviews App, Klaviyo: Email Marketing & SMS","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,,"Cryptocurrency Messaging, International Shipping, Shopify Online Store 2.0, Free Returns, New Shopify Checkout (2022)",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
maymystic.com,mysticboutique,mysticboutique,https://tiktok.com/@maymystic,/People & Society/Religion & Belief,,Ramat Hasharon,Tel Aviv District,IL,"May Mystic – Mysticism and Kabbalah Store – for purification, healing, abundance and love. A variety of energy sprays, creams, amulets, candles and incense, all charged with quantum frequencies and gemstones. Connect to the energies of abundance, love and spiritual protection",,130068,4.6,266,10,"FoxKit: Upsell & Bundles App, Shopify Inbox, Langwill：AI Language Translate, OptiMonk: AI Popup Builder, ParcelWILL Order Tracking","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,YT 3 / TT 1.1k,"International Shipping, Shopify Online Store 2.0, New Shopify Checkout (2022), Contact Page, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
zeyna.co.il,Zeyna,Zeyna,"zeyna.hub@gmail.com, zeyna.support@gmail.com",,,Herzliya,Tel Aviv District,IL,Zeyna,,13674,1.9,4,,"AfterShip Order Tracking, BM: Country blocker IP blocker, Kaching Bundles App & Upsells, Kaching CartDrawer Cart Upsell, DSers: Dropship+AliExpress+AI","Aftership, Arrive, Cloudflare, Cloudflare CDN, Google Ads Pixel",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
loccitane.com,L'Occitane,L'Occitane,"https://www.youtube.com/@loccitane_il, https://tiktok.com/@loccitane.israel, service@loccitane-il.com",/Beauty & Fitness/Face & Body Care/Skin & Nail Care,5422,Rishon LeTsiyon,Center District,IL,"מותג הטיפוח הצרפתי הנחשק שמביא את סודות היופי של דרום צרפת. אנו גם ידועים בשל החוויה הייחודית לכל החושים שאנו מציעים באמצעות מרקמים, ניחוחות ומרכיבים איכותיים, מבלי להתפשר על יעילות. עם קולקציית מוצרי טיפוח עשירה על בסיס רכיבים טבעיים כמו לבנדר, שקד מתוק, חמאת שיאה ואימורטל. המותג משלב בין מסורת רבת-שנים לבין מחקר וחדש",Shopify Plus,346726,9.6,537,10,"Dialogue‑ Personalization &CRO, geolizr, Klaviyo: Email Marketing & SMS, Microsoft Clarity: AI Insights, Tolstoy: Shoppable Video & UGC","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Flashy",,,magento (2025),,"Shopify Online Store 2.0, Product Page Video Tag, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"wilfridpoisnelloccitane.com,laurentmarteauloccitane.com,reinoldgeigerloccitane.com"
cityofdavid.org.il,shop.cityofdavid.org.il,shop.cityofdavid.org.il,store@cityofdavid.org.il,/Apparel/Clothing Accessories,67,Jerusalem,Jerusalem District,IL,תכשיטים ומתנות ייחודיות מירושלים – בהשראת ממצאים ארכיאולוגיים מעיר דוד. קולקציות תכשיטים בעיצוב מודרני עם נגיעות מן העבר.,,252318,8.9,261,33,"UpPromote Affiliate Marketing, Awin ‑ Affiliate Marketing, Chatway Live Chat & AI Chatbot, Hextom: Free Shipping Bar, Instafeed ‑ Instagram Feed","AWIN, Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel",,,,PIN 286 / YT 76k,"Shopify Online Store 2.0, New Shopify Checkout (2022), Contact Page, Has Blog, Sizing Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"amirshurcityofdavid.org.il,orensteincityofdavid.org.il,ze'evorensteincityofdavid.org.il,shurcityofdavid.org.il"
moroccanoil.com,Moroccanoil,Moroccanoil,contactus@moroccanoil.com,/Beauty & Fitness/Hair Care | /Beauty & Fitness/Face & Body Care,730,Rishon LeTsiyon,Center District,IL,ברוכים הבאים לאתר הרשמי של חברת ®Moroccanoil (מרוקנאויל). כאן תקבלו את כל המידע על מוצרי השיער והגוף האיכותיים של חברת ®Moroccanoil . הכנסו ושפרו את שגרת טיפוח השיער שלכם.,Shopify Plus,321832,3.2,136,88,"Accessibly, Dialogue‑ Personalization &CRO, Shopify Checkout Blocks, Qikify Contact Form Builder, BOGOS: Free Gift Bundle Upsell","Arrive, Bing Ads, Cloudflare, Cloudflare CDN, Criteo",2.1,125,,,"Tracking Page, Contact Page, Shopify Online Store 2.0, Product Page Video Tag, New Shopify Checkout (2022)",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"haleythompsonmoroccanoil.com,batitomoroccanoil.com,pelachmoroccanoil.com,caseyadlermoroccanoil.com,gollandmoroccanoil.com,tamarengelbergmoroccanoil.com"
