Domain,query_name,segment,Name,company_clean,icp_fit,industry_groups,business_model,Score,similarity,revenue_range,employees,start_date,City,State,Country,phones,public_emails,description,batch_id,emails_ok_count,emails_catchall_count,contacts_with_ok,reachable_status,public_emails_clean,ingested_at,Final Email,MV,BB,Status
bigdaddysmoving.net,General Moving Companies in US / CA,has_public,"Big Daddy's Moving, LLC",Big Daddy's Moving,yes,CONSUMER_SERVICES:1.0,"B2B:0.96, B2C:0.96",138,,1-10M,1-10,2018-07-04,Bedford,TX,US,+18175047628,moving@bigdaddysmoving.net,"Big Daddy's Moving Company is a professional moving service based in the DFW metroplex, specializing in residential and commercial moving. They offer a range of services including house moving, apartment moving, full or partial packing, loading, and storage for belongings like furniture and appliances. The company emphasizes customer satisfaction and provides support throughout the moving process, ensuring a smooth transition from one to another.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,moving@bigdaddysmoving.net,2026-05-29,moving@bigdaddysmoving.net,catch_all,deliverable,done
aidumoving.com,General Moving Companies in US / CA,has_public,Aid-U Moving Company,Aid-U Moving Company,yes,CONSUMER_SERVICES:1.0,"B2B:0.98, B2C:0.86",128,,1-10M,1-10,2017-07-21,San Diego,CA,US,+18583290900,info@aidumoving.com,"Aid-U Moving Company is a professional moving service based in San Diego, California, specializing in residential and commercial relocations. They offer local, long-distance, and long- distance moving solutions for various types of moves, including apartments and offices. Key features include free estimates, all-inclusive pricing based on labor time and travel time, personalized relocation management, and a focus on ensuring that belongings are safe and organized during the move. The company emp",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@aidumoving.com,2026-05-29,info@aidumoving.com,catch_all,deliverable,done
kingandqueenmovers.com,General Moving Companies in US / CA,has_public,King & Queen Movers,King & Queen Movers,yes,CONSUMER_SERVICES:1.0,"B2B:0.99, B2C:0.93",33,,1-10M,1-10,2019-08-08,Murfreesboro,TN,US,+16154006481,info@kingandqueenmovers.com,"Land Advisors is a real estate brokerage that provides advisory services for land sales and development. They specialize in various markets including urban, rural, and suburban areas, offering tailored strategies to enhance property value throughout the lifecycle of real estate transactions. Key features include local expertise, a network of peers, and a focus on maximizing deal outcomes through strategic planning and closing support.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@kingandqueenmovers.com,2026-05-29,info@kingandqueenmovers.com,catch_all,deliverable,done
moveforwardwithus.com,General Moving Companies in US / CA,has_public,Move Forward LLC,Move Forward,yes,CONSUMER_SERVICES:1.0,B2C:0.97,47,,<1M,1-10,2022-12-18,Hayden,AL,US,+12082956683,mj@moveforwardwithus.com,"Move Forward LLC is a moving company that provides local and long-distance moves, furniture delivery, packing services, and labor-only assistance in Spokane and Coeur d'Alene. The company offers a range of services including organizing, packing, heavy lifting, and storage solutions for both residential and commercial clients. They emphasize clear pricing with no hidden fees, professional communication throughout the move process, and can handle various types of belongings such as kitchens, fragi",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,mj@moveforwardwithus.com,2026-05-29,mj@moveforwardwithus.com,catch_all,deliverable,done
friendlycitymovers.ca,General Moving Companies in US / CA,has_public,Friendly City Movers,Friendly City Movers,yes,CONSUMER_SERVICES:1.0,B2C:0.97,72,,<1M,1-10,2018-01-26,Woodstock,ON,CA,"+12262286929, +15487886683",info@friendlycitymovers.ca,"Friendly City Movers is a moving company based in Woodstock, Ontario, offering residential and long-distance moving services. They provide various moving packages tailored to different needs, including small homes and apartments, and offer customizable team sizes, truck types, and equipment. The company emphasizes transparency with no hidden fees and aims to deliver a clean moving experience for their customers. They also have an online estimate service that allows clients to book moves quickly",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@friendlycitymovers.ca,2026-05-29,info@friendlycitymovers.ca,catch_all,deliverable,done
thelocalmovers.com,General Moving Companies in US / CA,has_public,The Local Movers,The Local Movers,yes,CONSUMER_SERVICES:1.0,"B2B:0.86, B2C:0.94",58,,1-10M,1-10,2020-05-21,Orlando,FL,US,+14078153311,"privacy@thelocalmovers.com, ryan@thelocalmovers.com, info@thelocalmovers.com","The Local Movers is a moving company based in Central Florida that offers residential and commercial moving services. Their main functionalities include packing, storage, and local moving assistance for items like furniture, appliances, and home decor. They provide free estimates, transparent pricing with no hidden fees, and focus on customer satisfaction throughout the moving process. The company operates 24/7 and emphasizes quality service with trained professionals to ensure smooth transition",moveplnr-2026-05-29-companies-batch3000-1,0,3,0,catchall_only,"info@thelocalmovers.com, privacy@thelocalmovers.com, ryan@thelocalmovers.com",2026-05-29,info@thelocalmovers.com,catch_all,deliverable,done
goodgreenmoving.com,General Moving Companies in US / CA,has_public,Good Green Moving Company,Good Green Moving Company,yes,CONSUMER_SERVICES:1.0,"B2B:0.99, B2C:0.96",241,,1-10M,1-10,2016-12-15,San Francisco,CA,US,+18556134663,"jonathan@goodgreenapp.com, wewant@goodgreenmoving.com","Good Green Moving Company is a moving service provider based in San Francisco that offers eco-friendly solutions for both residential and commercial moves. Their main functionality includes local, long-distance, packing, and storage services, all designed to minimize fuel consumption and environmental impact while providing professional support throughout the move process. Key features include AI-based video walkthrough technology for booking moves, competitive pricing, and a commitment to suppo",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,wewant@goodgreenmoving.com,2026-05-29,wewant@goodgreenmoving.com,catch_all,deliverable,done
hoosierbuddy.com,General Moving Companies in US / CA,has_public,Hoosier Buddy Moving,Hoosier Buddy Moving,yes,CONSUMER_SERVICES:1.0,"B2B:0.99, B2C:0.96",92,,1-10M,1-10,2023-03-12,Hammond,IN,US,"+12198818819, +13176696910",support@hoosierbuddy.com,"Hoosier Buddy Moving is a professional moving company serving Indiana and the Chicagoland area. They offer a range of services including local, long-distance, commercial, and specialized moves such as junk removal, furniture donation, and storage assistance. The company emphasizes personalized moving plans tailored to individual needs, transparent pricing with no hidden fees, and in-house trained movers who are insured or vetted for security. Hoosier Buddy also supports community initiatives lik",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,support@hoosierbuddy.com,2026-05-29,support@hoosierbuddy.com,catch_all,deliverable,done
firstclassmoversct.com,General Moving Companies in US / CA,has_public,First Class Movers,First Class Movers,yes,CONSUMER_SERVICES:0.99,"B2B:0.97, B2C:0.98",100,,N/A,11-50,2018-07-20,New Haven,CT,US,"+12036752149, +2036752149",support@firstclassmoversct.com,"First Class Movers is a family-owned moving company based in Connecticut, offering a range of moving services for residential and commercial properties. With 25 years of experience, they provide personalized quotes and assistance with various types of moves, including furniture, appliances, and outdoor gear. The company operates 24/7 and emphasizes transparent pricing without hidden fees, ensuring customer satisfaction through professional guidance and support throughout the move process.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,support@firstclassmoversct.com,2026-05-29,support@firstclassmoversct.com,catch_all,deliverable,done
perfectmoving.com,General Moving Companies in US / CA,has_public,Perfect Moving NYC,Perfect Moving NYC,yes,CONSUMER_SERVICES:1.0,"B2B:0.79, B2C:0.97",240,,1-10M,1-10,2019-04-12,Miami,NY,US,"+16468074198, +12126012721, +17863963960",info@perfectmoving.com,"Nimbus Forwarding is a logistics service that provides shipping and shipping solutions tailored to meet various needs. Their main functionalities include custom clearance services, road transport, and customs handling for goods, ensuring timely delivery and precision in all shipments. The company emphasizes flexibility, dedication, and customer satisfaction in its operations, supported by a growing network of trusted partners.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@perfectmoving.com,2026-05-29,info@perfectmoving.com,catch_all,deliverable,done
legacymovingstgeorge.com,General Moving Companies in US / CA,has_public,Legacy Moving,Legacy Moving,yes,CONSUMER_SERVICES:1.0,"B2B:0.9, B2C:0.92",42,,1-10M,11-50,2020-09-20,Saint George,UT,US,+14352877535,"info@legacymovingstgeorge.com, info@legacycleaningstg.com","Legacy Moving is a moving company based in St. George, Utah, offering residential and commercial moving services. Their main functionalities include packing, loading, unpacking, and storage solutions for belongings. They are fully licensed and insured, providing reliable service throughout the move process, including on-time pickups and expert packing assistance. The company emphasizes customer support and aims to simplify the moving experience for clients.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@legacymovingstgeorge.com,2026-05-29,info@legacymovingstgeorge.com,catch_all,deliverable,done
gereck.com,General Moving Companies in US / CA,has_public,Gereck,Gereck,yes,"CONSUMER_SERVICES:0.77, SUPPLY_CHAIN_AND_PROCUREMENT:0.23","B2B:0.95, B2C:0.95",62,,10-100M,11-50,2019-12-06,Takoma Park,MD,US,"+12407018513, +13019098602","supportdesk@gereck.com, admin@gereck.com","Gereck Delivery Service is a fast and reliable moving and delivery service operating across major cities in Maryland, DC, and Virginia. The company offers same-day and express delivery options for various needs, including groceries, medicine, furniture, and gifts. Gereck emphasizes customer satisfaction with tracking and secure handling of deliveries, ensuring that all items are handled safely and professionally. Drivers can earn commissions on their services through partnerships with Gerek, whi",moveplnr-2026-05-29-companies-batch3000-1,0,2,0,catchall_only,"admin@gereck.com, supportdesk@gereck.com",2026-05-29,admin@gereck.com,catch_all,deliverable,done
serenitymovingservices.com,General Moving Companies in US / CA,has_public,Serenity Moving Services,Serenity Moving Services,yes,CONSUMER_SERVICES:1.0,"B2B:0.97, B2C:0.94",86,,1-10M,1-10,2018-12-07,Norman,OK,US,+14054378243,info@serenitymovingservices.com,"SanForge Studio is an independent Dutch game and software development studio that focuses on creating original games, technical tools, and immersive experiences. The studio offers a variety of projects, including first-person horror titles, puzzle games, and platformers like Felix, which features retro-inspired gameplay. Additionally, San Forge Studio develops GherFlow a free web-based editor for easy integration into existing systems using Lua. The website showcases their portfolio, allowing us",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@serenitymovingservices.com,2026-05-29,info@serenitymovingservices.com,catch_all,deliverable,done
changingspacessrs.com,General Moving Companies in US / CA,has_public,Changing Spaces SRS,Changing Spaces SRS,yes,CONSUMER_SERVICES:0.97,B2C:0.91,109,,1-10M,1-10,2017-07-31,Lincoln,NE,US,+14024830555,"info@changingspacessrs.com, auctions@changingspacessrs.com","Changing Spaces SRS is a senior move management and estate sale company based in Lincoln, Nebraska. They assist seniors with rightsizing their homes, helping them make informed decisions about what to keep and how to relocate. Key services include packing materials, moving logistics, organizing belongings for the new home, and running estate sales to find suitable homes. The company also offers personalized consultations to create tailored plans for clients who prefer a more hands-on approach du",moveplnr-2026-05-29-companies-batch3000-1,0,2,0,catchall_only,"auctions@changingspacessrs.com, info@changingspacessrs.com",2026-05-29,auctions@changingspacessrs.com,catch_all,deliverable,done
choresnj.com,General Moving Companies in US / CA,has_public,Central NJ Home Management,Central NJ Home Management,partial,CONSUMER_SERVICES:1.0,"B2B:0.76, B2C:0.95",55,,<1M,1-10,2023-06-02,Belmar,NJ,US,+17322047388,info@choresnj.com,"Chores New Jersey offers home management and organization services in New Jersey. Their main functionalities include primary home maintenance, organizing homes for sale and moving, holiday decorating, and providing personal support for grieving spouses. They also offer specialized services such as notary services, party planning, and assistance with condo association needs. The company operates primarily in Monmouth and Ocean counties, focusing on making home organization easier for clients whil",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@choresnj.com,2026-05-29,info@choresnj.com,catch_all,deliverable,done
bigbluealliance.com,General Moving Companies in US / CA,has_public,Big Blue Alliance LLC,Big Blue Alliance,partial,CONSUMER_SERVICES:1.0,"B2B:0.97, B2C:0.96",65,,1-10M,1-10,2022-10-30,Phoenix,AZ,US,+16236242531,info@bigbluealliance.com,"Big Blue Alliance is a local junk removal and moving service based in Phoenix, AZ. They offer a range of services including residential junk removal, commercial hauling, dump runs, and relocation support for moving items. The company emphasizes eco-friendly practices by recycling materials and providing accessible booking facilities for quick hauling solutions. Their certified professionals ensure customer satisfaction throughout the process, and they cater to various clients such as residents,",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@bigbluealliance.com,2026-05-29,info@bigbluealliance.com,catch_all,deliverable,done
mammothmoving.com,General Moving Companies in US / CA,has_public,Mammoth Moving & Storage,Mammoth Moving & Storage,yes,CONSUMER_SERVICES:1.0,"B2B:0.97, B2C:0.93",122,,1-10M,1-10,2017-08-03,Santa Barbara,CA,US,"+18059688643, +18056266684",info@mammothmoving.com,"Mammoth Moving & Storage is a family-owned moving company based in Goleta, CA, offering a range of relocation services for residential, commercial, and international moves. Their main functionalities include long-distance relocations, custom storage solutions, packing services, and crating services. Key features include specialized move services such as designer services, machinery moving, and specialized storage options like hotel and industrial lockers, all supported by a team of experienced m",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@mammothmoving.com,2026-05-29,info@mammothmoving.com,catch_all,deliverable,done
djmoversatl.com,General Moving Companies in US / CA,has_public,D & J Movers ATL,D & J Movers ATL,yes,CONSUMER_SERVICES:1.0,"B2B:0.99, B2C:0.97",63,,<1M,11-50,2018-09-03,Doraville,GA,US,+17706760166,info@djmoversatl.com,"D & J Movers ATL is a licensed moving company based in Doraville, GA, offering residential and commercial moving services. They provide packing and unpacking solutions, including full packing, partial packing, and storage assistance. The company emphasizes safety with trained movers and maintains accurate communication to ensure timely and reliable service throughout the move. Payment options include cash, check, or card, and they prioritize customer satisfaction by consulting with clients befor",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@djmoversatl.com,2026-05-29,info@djmoversatl.com,catch_all,deliverable,done
joycevanlines.com,General Moving Companies in US / CA,has_public,"Joyce Van Lines, Inc.",Joyce Van Lines,yes,CONSUMER_SERVICES:0.98,"B2B:0.98, B2C:0.88",138,,1-10M,11-50,2017-09-20,Indianapolis,IN,US,"+13177889210, +12038811687, +12396893372, +18004510653, +18009979368, +18667035993, +19097935094","armeno@joycevanlines.com, ymanzano@joycevanlines.com","Joyce Van Lines is a moving and storage company that offers a range of services for local, interstate, corporate, office, and military relocations. Their main functionality includes packing, loading, and unloading belongings, as well as providing climate-controlled storage options. They operate across multiple locations in the United States and emphasize customer communication and quality service to ensure smooth moves. The company also emphasizes building trust with clients by offering reliable",moveplnr-2026-05-29-companies-batch3000-1,0,2,0,catchall_only,"armeno@joycevanlines.com, ymanzano@joycevanlines.com",2026-05-29,armeno@joycevanlines.com,catch_all,deliverable,done
vanityvanlines.com,General Moving Companies in US / CA,has_public,Vanity Van Lines,Vanity Van Lines,yes,CONSUMER_SERVICES:1.0,B2C:0.88,92,,1-10M,1-10,2021-06-30,Tampa,FL,US,"+17177555840, +18338267356",info@vanityvanlines.com,"Vanity Van Lines offers long-distance moving services for moves to and from Alaska, Hawaii, and nationwide. Their main functionality includes providing specialized logistics, packing, transportation, and storage solutions using their van fleet, which is known for its reliability and ease of use. Key features include a move cost calculator, personalized moving planning, professional movers, and options forvan rentals, ensuring a smooth relocation experience for clients across the continental U.S.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@vanityvanlines.com,2026-05-29,info@vanityvanlines.com,catch_all,deliverable,done
allinadaymoving.com,General Moving Companies in US / CA,has_public,All In A Day Moving Services,All In A Day Moving Services,yes,CONSUMER_SERVICES:0.98,B2C:0.9,100,,1-10M,1-10,2025-01-02,Merced,CA,US,"+12094455544, +12097203079",info@allinadaymoving.com,"All In A Day Moving Services is a family-owned moving company based in Merced, CA, specializing in local and long-distance moves. They offer services such as packing, unpacking, transportation, and furniture assembly for both residential and commercial clients. The company emphasizes safety and professionalism during the move, ensuring that all belongings are safe and properly packed before they are shipped. Additionally, All In A Days is committed to supporting food insecurity initiatives throu",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@allinadaymoving.com,2026-05-29,info@allinadaymoving.com,catch_all,deliverable,done
illuminatedmoving.com,General Moving Companies in US / CA,has_public,Illuminated Moving & Packing,Illuminated Moving & Packing,yes,CONSUMER_SERVICES:1.0,"B2B:0.98, B2C:0.93",70,,<1M,1-10,2020-09-19,Asheville,NC,US,+18284581754,"reece@illuminatedmoving.com, info@illuminatedmoving.com","Illuminated Moving & Packing is a moving company based in Asheville, NC, offering a range of moving services including local, long-distance, commercial, and senior moving. Their main functionalities include packing services, loading/unloading, junk removal, and specialty moving for unique items like grand pianos and outdoor sports gear. The company emphasizes customer support throughout the moving process, ensuring a smooth transition with tailored solutions to meet individual needs. They serve",moveplnr-2026-05-29-companies-batch3000-1,0,2,0,catchall_only,"info@illuminatedmoving.com, reece@illuminatedmoving.com",2026-05-29,info@illuminatedmoving.com,catch_all,deliverable,done
unimovers.com,General Moving Companies in US / CA,has_public,UniMovers,UniMovers,yes,CONSUMER_SERVICES:1.0,"B2B:0.89, B2C:0.82",310,,1-10M,11-50,2021-02-27,Fort Lauderdale,FL,US,"+13193825406, +13362038718, +15125220653, +15154004975, +15635130382, +17046255143, +18035603059, +18132952077, +18434109609, +18436193003, +19102604727, +19196751818","tampa@unimovers.com, support@unimovers.com, charlotte@unimovers.com, greensboro@unimovers.com, iowa-city@unimovers.com, rock-hill@unimovers.com, wilmington@unimovers.com, summerville@unimovers.com, charleston@unimovers.com, dubuque@unimovers.com, raleigh@unimovers.com, austin@unimovers.com, cedar-rapids@unimovers.com, des-moines@unimovers.com","UniMovers is a moving company that offers labor-only moving services for university and college students in various locations across multiple states, including Iowa, Florida, North Carolina, Texas, and South Carolina. Their main functionality includes providing local movers, furniture installation, and home staging services, with options for hourly moving, U-Haul truckload, and specialized services like wedding event support and temp staffing. UniMovers operates on a flat rate basis, ensuring no",moveplnr-2026-05-29-companies-batch3000-1,0,14,0,catchall_only,"austin@unimovers.com, cedar-rapids@unimovers.com, charleston@unimovers.com, charlotte@unimovers.com, des-moines@unimovers.com, dubuque@unimovers.com, greensboro@unimovers.com, iowa-city@unimovers.com, raleigh@unimovers.com, rock-hill@unimovers.com, summerville@unimovers.com, support@unimovers.com, tampa@unimovers.com, wilmington@unimovers.com",2026-05-29,austin@unimovers.com,catch_all,deliverable,done
conciergesouth.com,General Moving Companies in US / CA,has_public,Concierge South LLC,Concierge South,partial,CONSUMER_SERVICES:1.0,"B2B:0.71, B2C:0.88",98,,<1M,1-10,2021-05-13,Charlotte,NC,US,,christie@conciergesouth.com,"Concierge South offers personal assistance and lifestyle management services in Charlotte, NC. Their main functionalities include organizing homes, managing errands, packing and unpacking for moving situations, and providing vehicle maintenance such as repairs and inspections. They also offer vacation assistance to help clients rejuvenate their lives while on break, allowing them to focus on more essential tasks.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,christie@conciergesouth.com,2026-05-29,christie@conciergesouth.com,catch_all,deliverable,done
wemovechicago.com,General Moving Companies in US / CA,has_public,"Aaron Bros. Moving System, Inc.",Aaron Bros. Moving System,yes,CONSUMER_SERVICES:1.0,"B2B:0.98, B2C:0.92, B2G:0.85",246,,1-10M,1-10,2014-05-13,Chicago,IL,US,+17732681700,"legal@wemovechicago.com, info@wemovechicago.com","Aaron Bros. Moving System, Inc. is a moving and storage company based in Chicago that offers a variety of services for residential, commercial, and industrial clients. Their main functionalities include packing, loading, unpacking, and junk removal, as well as secure self-storage options across multiple locations in the city. They provide free virtual estimates, transparent pricing with no hidden fees, and a commitment to customer satisfaction, being a Black-owned business with over 55 years of",moveplnr-2026-05-29-companies-batch3000-1,0,2,0,catchall_only,"info@wemovechicago.com, legal@wemovechicago.com",2026-05-29,info@wemovechicago.com,catch_all,deliverable,done
organizingmaniacs.com,General Moving Companies in US / CA,has_public,Organizing Maniacs,Organizing Maniacs,partial,CONSUMER_SERVICES:0.96,"B2B:0.77, B2C:0.75",152,,1-10M,1-10,2016-05-02,Mc Lean,VA,US,+17039698407,info@organizingmaniacs.com,"Organizing Maniacs is a professional organization service based in Virginia, Maryland, that specializes in home and small business organizing. Their main functionality includes helping clients create organized systems for their living spaces, manage moving needs, and develop tailored productivity solutions. They also offer coaching for individuals with ADHD and executive dysfunction to enhance their organizational skills and improve overall productivity. Key features include a free 30-minute cha",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@organizingmaniacs.com,2026-05-29,info@organizingmaniacs.com,catch_all,deliverable,done
restorifymoving.us,General Moving Companies in US / CA,has_public,Restorify Moving,Restorify Moving,yes,CONSUMER_SERVICES:0.99,"B2B:0.99, B2C:0.94",51,,1-10M,11-50,2024-10-02,Arlington,VA,US,+15712027222,hello@restorifymoving.us,"Restorify Moving is a moving company based in Arlington, VA, offering residential and commercial moving services. They provide a range of solutions including packing, last-minute moving, long-distance moving, and secure storage for both short-term and long-term moves. Their team specializes in eco-friendly materials, reliable transport, and personalized packing experiences to ensure a smooth transition for clients. Restorify Move operates seven days a week and emphasizes customer trust and profe",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,hello@restorifymoving.us,2026-05-29,hello@restorifymoving.us,catch_all,deliverable,done
juujbox.com,General Moving Companies in US / CA,has_public,Juujbox,Juujbox,partial,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"B2B:0.98, B2C:0.93",126,,1-10M,1-10,2022-02-08,San Diego,CA,US,+18583282898,hello@juujbox.com,"Juujbox is an on-demand storage and warehousing service based in San Diego, catering to students, homes, and businesses. It offers various storage solutions including personal storage for apartments and homes, business storage for event materials, and moving box rentals with reusable bins. Customers can easily manage their items online, track delivery dates, and access a range of services without long-term contracts. Juujboxes also provides flexible pricing options tailored for different needs,",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,hello@juujbox.com,2026-05-29,hello@juujbox.com,catch_all,deliverable,done
michiganmover.com,General Moving Companies in US / CA,has_public,Guindon Moving & Storage,Guindon Moving & Storage,yes,CONSUMER_SERVICES:0.99,"B2B:0.92, B2C:0.94",252,,1-10M,1-10,2017-03-08,Escanaba,MI,US,"+19067866560, +18005621075, +18006280927, +19062731199, +19064754139, +19064757026, +19067866561, +19067867775","scott@michiganmover.com, wendy@michiganmover.com","Guindon Moving & Storage is a moving company based in Michigan's Upper Peninsula, offering a range of services including local, labor-only, senior, and long-distance moves. They provide packing services, office/ commercial, and specialized moves such as junk removal and furniture installation. The company operates a fleet of 12 air-cushioned trucks and over 100,000 square feet of storage facilities, ensuring reliable support for residential, commercial, or special needs moving. Customers can req",moveplnr-2026-05-29-companies-batch3000-1,0,2,0,catchall_only,"scott@michiganmover.com, wendy@michiganmover.com",2026-05-29,scott@michiganmover.com,catch_all,deliverable,done
apexmovingco.com,General Moving Companies in US / CA,has_public,Apex Moving Company,Apex Moving Company,yes,CONSUMER_SERVICES:0.99,B2C:0.97,39,,1-10M,11-50,2023-10-27,Greensboro,NC,US,+16185677951,info@apexmovingco.com,"Apex Moving Company is a local and long-distance moving service based in Cleveland, TN. They offer a range of services including packing, loading, transporting, and assembling for both residential and commercial moves. Additionally, they provide cleaning services to help declutter spaces and efficiently remove unwanted items. The company emphasizes clear communication and professional service throughout the moving process.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@apexmovingco.com,2026-05-29,info@apexmovingco.com,catch_all,deliverable,done
meetyourneat.com,General Moving Companies in US / CA,has_public,Meet Your Neat,Meet Your Neat,partial,CONSUMER_SERVICES:0.95,"B2B:0.97, B2C:0.76",33,,<1M,1-10,2024-10-01,Atlanta,GA,US,+17703411792,hello@meetyourneat.com,"Meet Your Neat is a home and workspace organization service based in Atlanta, GA. The company offers tailored solutions for decluttering, space planning, and move management to help clients create functional and stress-free spaces. Key features include an initial consultation to understand client needs, customized storage systems, and comprehensive support during moving or renovations. Their approach focuses on understanding the psychology of organization to promote clarity and productivity with",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,hello@meetyourneat.com,2026-05-29,hello@meetyourneat.com,catch_all,deliverable,done
mkmover.com,General Moving Companies in US / CA,has_public,M.K Movers,M.K Movers,yes,CONSUMER_SERVICES:0.99,"B2B:0.97, B2C:0.98",127,,1-10M,11-50,2018-09-10,Batavia,IL,US,+16302449655,scheduling@mkmover.com,"M.K Movers is a moving company based in St. Charles, Illinois, offering a range of residential and long-distance moving services. Their main functionalities include local moves for homes and condos, professional packing, storage solutions, and heavy lifting services. They also provide free estimates, have a climate-controlled storage facility, and offer flexible moving plans tailored to customer needs. The team consists of trained professionals who ensure safe moving processes and personalized s",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,scheduling@mkmover.com,2026-05-29,scheduling@mkmover.com,catch_all,deliverable,done
hphelpers.com,General Moving Companies in US / CA,has_public,"HP Helpers & Logistics, LLC",HP Helpers & Logistics,yes,CONSUMER_SERVICES:0.97,"B2B:0.99, B2C:0.94",38,,1-10M,1-10,2024-12-26,Arlington,TX,US,+18177617973,"info@vigmoving.com, info@hphelpers.com","HP Helpers is a packing and moving company based in Arlington and Fort Worth, Texas. They offer a range of services for both residential and commercial moves, including local packing, long-distance relocation, storage, and transportation. The company emphasizes customer service, providing 24/7 support, and ensures the safe and secure movement of belongings, particularly sensitive items like pianos. Their team is experienced in handling all aspects of the moving process, from packing to cleaning,",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@hphelpers.com,2026-05-29,info@hphelpers.com,catch_all,deliverable,done
capriecollaboration.com,General Moving Companies in US / CA,has_public,Caprie Collaboration,Caprie Collaboration,partial,CONSUMER_SERVICES:1.0,B2C:0.95,50,,<1M,1-10,2022-11-11,Dallas,TX,US,+16148175433,amber.hunt@capriecollaboration.com,"Caprie Collaboration offers relocation and cleaning services for individuals in the Dallas-Fort Worth metroplex. Their main functionalities include assisting with rental findings, coordinating movers, setting up utilities, and providing maintenance assistance. They also offer a complimentary 30-minute consultation to understand clients' vision and provide tailored solutions for moving or settling into new homes. Additional services include home staging, furniture assembly, and monthly household",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,amber.hunt@capriecollaboration.com,2026-05-29,amber.hunt@capriecollaboration.com,catch_all,deliverable,done
limitlessmoving.com,General Moving Companies in US / CA,has_public,Limitless Moving,Limitless Moving,yes,CONSUMER_SERVICES:0.98,"B2B:0.99, B2C:0.98",49,,1-10M,1-10,2020-04-08,Walpole,MA,US,"+13392061772, +15082059648",info@limitlessmoving.com,"limitless Moving is a moving company based in Boston that offers residential and commercial relocation services for clients across Greater Boston. Their main functionalities include local, apartment, office, household, packing, unpacking, and junk removal, among others. They provide transparent pricing with no hidden fees, utilize modern moving equipment, and support community initiatives such as donation pickups. Customers can request free quotes and schedule moving appointments through their w",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@limitlessmoving.com,2026-05-29,info@limitlessmoving.com,catch_all,deliverable,done
pacsmoving.com,General Moving Companies in US / CA,has_public,Pac's Moving and Storage,Pac's Moving and Storage,yes,CONSUMER_SERVICES:0.96,B2C:0.96,57,,1-10M,11-50,2021-06-23,Pompano Beach,FL,US,"+17868628260, +19548297515","nfo@pacsmoving.com, info@pacsmoving.com","Pac's Moving and Storage is a full-service provider in Pompano Beach, FL, offering moving, handyman, junk removal, and home safety services. They assist individuals and families with local and in-state moves, packing, storage, and specialized moves tailored for seniors and those transitioning to new environments. Key features include home safety reviews, maintenance visits, on-demand help, and Junk Removal services, all supported by an insured team that ensures coordination and clear communicati",moveplnr-2026-05-29-companies-batch3000-1,0,2,0,catchall_only,"info@pacsmoving.com, nfo@pacsmoving.com",2026-05-29,info@pacsmoving.com,catch_all,deliverable,done
