Name,Domain,Segment Description,Proximity,Segment Id,Industry Groups,Business Model,Keywords,Description,Social URLs,Score,Revenue Range,Employees,Start Date,Street,City,State,Zip,Country,Phones,Public Emails,Redirect Domain,Update Date,Customer Type,query_name,ingested_at,company_clean,segment,public_emails_clean,MV,BB,Final Email,Source,Status,AI assist
Morgan Moving and Storage,morganmovingandstorage.com,Tennessee Home and Office Movers,0.21,40,CONSUMER_SERVICES:1.0,"B2B:0.99, B2C:0.87","moving morgan:0.59, moving storage:0.58, storage moving:0.54, residential moving:0.54, make relocating:0.54, moving company:0.53, relocation office:0.52, certified moving:0.51, corporate relocation:0.51, relocating simple:0.5, storing hauling:0.5, relocation military:0.47, plan moving:0.45, packing local:0.4, nashville booneville:0.36","Morgan Moving and Storage is a moving company that offers local, long-distance, and commercial relocation services in the mid-South of Tennessee, North Alabama, and Tupelo, Mississippi. They provide household moves, corporate relocation, office and industrial relocations, military relocations (MDRs), and full-service storage options such as portable and onsite storage. With over 50 years of experience, their certified moving consultants assist clients throughout the moving process to ensure a smooth and hassle-free experience.",https://www.linkedin.com/company/morgan-moving-&-storage,106,1-10M,1-10,2018-02-22,41 George T Thompson Dr.,Tupelo,MS,38801,US,"+16152267000, +16628421120",sales@morganmovingandstorage.com,,2026-05-21,"{""B2B"": 0.99, ""B2C"": 0.87}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Morgan Moving and Storage,has_public,sales@morganmovingandstorage.com,catch_all,deliverable,sales@morganmovingandstorage.com,P0,done,Not many moving companies in Tupelo have handled military relocations across the mid-South for over six years.
Apollo Moving Inc.,apollomoving.ca,Full Service Residential Moving Companies,1,41,CONSUMER_SERVICES:0.93,"B2B:0.98, B2C:0.95","residential moving:0.57, free moving experience:0.42, corporate relocation:0.42, movers client satisfaction:0.39, quote personalized moving:0.35, specialized moving:0.34, sqft office:0.33, efficient long distance:0.32, free moving estimate:0.27, new space:0.27, secure transportation:0.19, professional packing:0.19, number submit:0.03, primary focus disassembly:0.02, twitter icon:-0.05","Apollo Moving is a moving company that offers a range of services for residential, commercial, and long-distance moves in Canada. Their main functionalities include packing, storage, cargo transport, and specialized relocation services such as senior relocations and warehouse relocations. Key features include professional moving planning, transparent pricing with no hidden fees, and a focus on customer satisfaction throughout the moving process. They also provide specialized services like piano moving and pool table moving.","https://www.linkedin.com/company/apollomoving, https://www.facebook.com/apollomoving, https://www.instagram.com/apollomoving, https://x.com/apollomovinginc, https://www.youtube.com/@ApolloMovingGTA, https://youtube.com/@apollomovinggta?si=WueNehcz4A_xkM82, https://www.tiktok.com/@apollomoving",77,1-10M,1-10,2019-06-25,1590 Matheson Blvd E,Mississauga,ON,L4W 0C2,CA,"+16473946683, +16475646683",sales@apollomoving.ca,,2026-06-07,"{""B2B"": 0.98, ""B2C"": 0.95}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Apollo Moving,has_public,sales@apollomoving.ca,ok,skipped,sales@apollomoving.ca,P0,done,Not many moving companies in Mississauga handle both piano and pool table moves like you do.
Elite Movers Ontario,elitemovingservices.net,Full Service Residential Moving Companies,1,41,CONSUMER_SERVICES:1.0,"B2B:0.93, B2C:0.96","movers services:0.66, residential moving:0.61, moving residential:0.58, moving services:0.57, moving apartment:0.56, moving storage:0.56, ontario movers:0.56, local movers:0.55, moving business:0.53, movers insured:0.51, movers packing:0.5, storage apartment:0.48, relocating office:0.48, services packing:0.47, moving elite:0.45","Elite Movers Ontario is a local moving company that offers a range of moving services for residential and commercial relocations. Their main functionalities include packing, storage, and in-and-out moving, catering to various move types such as apartments, small offices, and larger families. The company emphasizes quality service with experienced movers and provides free quotes, all while ensuring customer satisfaction through transparent pricing and a commitment to safety.",,93,1-10M,1-10,2019-11-27,,Ontario,CA,91764,US,,info@elitemovingservices.net,,2026-05-27,"{""B2B"": 0.93, ""B2C"": 0.96}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Elite Movers Ontario,has_public,info@elitemovingservices.net,ok,skipped,info@elitemovingservices.net,P0,done,Noticed that Elite Movers Ontario has been handling moves in Ontario since late 2019 with a small team.
Beverly Hills Movers,beverlyhills-movers.com,Full Service Residential Moving Companies,0.72,41,CONSUMER_SERVICES:1.0,"B2B:0.9, B2C:0.97","residential moving:0.62, moving residential:0.6, moves residential:0.6, local movers:0.53, beverlyhills movers:0.53, moving apartment:0.52, recommend moving:0.51, moving services:0.5, moving storage:0.5, services beverly:0.49, moving belongings:0.49, moving needs:0.48, efficient moving:0.47, moving 100:0.45, personalized moving:0.45","Beverly Hills Movers is a local moving service based in Beverly Hills that offers residential and commercial relocation solutions. Their main functionality includes providing personalized moving plans, packing services, and storage options tailored to various move types such as small offices and larger homes. Key features include a quick booking process, transparent pricing with no hidden fees, experienced movers, and 24/7 customer support throughout the moving process. They also offer free estimates and have a track record of successful moves within 100 miles.",,106,1-10M,1-10,2019-12-23,301 Rexford Dr,Beverly Hills,CA,90212,US,+13104005907,info@beverlyhills-movers.com,,2026-05-19,"{""B2B"": 0.9, ""B2C"": 0.97}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Beverly Hills Movers,has_public,info@beverlyhills-movers.com,ok,skipped,info@beverlyhills-movers.com,P0,done,"Noticed that you've been handling moves across Beverly Hills since late 2019 with a small, experienced team."
Pacific Moving Services,pacificmovingservices.com,Full-Service Local Residential Movers,0.89,91,CONSUMER_SERVICES:0.89,"B2B:0.6, B2C:0.95","sacramento moving:0.76, movers sacramento:0.71, services sacramento:0.67, sacramento areas:0.6, sacramento homes:0.6, sacramento welcome:0.58, companies sacramento:0.58, trusted sacramento:0.57, moving services:0.56, sacramento pacific:0.56, residential moving:0.56, sacramento ll:0.55, com sacramento:0.55, licensed sacramento:0.55, pacificmovingservices com:0.5","Pacific Moving Services is a licensed moving company based in Sacramento, California, specializing in local, long-distance, residential, office, and senior moving. The service offers same-day moves, packing, and storage solutions tailored to meet the specific needs of clients. Customers can request quotes online, confirm their moving day with a deposit of $100, and receive assistance with packing boxes and tools. The company emphasizes customer satisfaction and provides transparent pricing without hidden fees or additional charges.",,122,1-10M,1-10,2019-05-10,425 Fair Oaks Blvd,Carmichael,CA,95608,US,"+16502921188, +19162396886, +19162425225","info@pacificmovingservices.com, sales@pacificmovingservices.com",,2026-06-04,"{""B2B"": 0.6, ""B2C"": 0.95}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Pacific Moving Services,has_public,"info@pacificmovingservices.com, sales@pacificmovingservices.com",ok,skipped,info@pacificmovingservices.com,P0,done,Not many Sacramento movers have been handling same-day moves since 2019 with a team your size.
LocalMovers,localmovers.pro,Full-Service Local Residential Movers,0.89,91,CONSUMER_SERVICES:0.95,"B2B:0.97, B2C:0.91","angeles localmovers:0.63, local movers:0.58, company localmovers:0.56, movers local:0.56, angeles local:0.55, apartment movers:0.55, localmovers licensed:0.52, apartment moving:0.51, localmovers offers:0.51, moving services:0.5, moving los:0.48, reassurance localmovers:0.47, license moving:0.45, services residents:0.45, hiring local:0.44","LocalMovers is a local moving company in Los Angeles that offers a variety of relocation services for both residents and businesses. Their main functionalities include packing, transporting, and storing items such as furniture, mattresses, and home decor. LocalMovers provides all-inclusive hourly and flat rates, ensures on-time delivery, and operates fully-equipped trucks monitored by government agencies. They are licensed and insured, ensuring customer service and security throughout the move process.",,130,1-10M,1-10,2019-09-09,1049 Havenhurst Dr,West Hollywood,CA,90046,US,+18002980044,info@localmovers.pro,,2026-05-25,"{""B2B"": 0.97, ""B2C"": 0.91}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,LocalMovers,has_public,info@localmovers.pro,unknown,deliverable,info@localmovers.pro,P0,done,"Not many moving companies in West Hollywood have been operating since 2019 with fully-equipped, government-monitored trucks."
United Prime Van Lines,unitedprimevanlines.com,Long Distance Moving and Storage,1,92,CONSUMER_SERVICES:0.99,"B2B:0.99, B2C:0.92","moving services:0.55, moving companies:0.54, relocations quickly:0.51, movers dedicated:0.51, trusted moving:0.51, movers reliable:0.51, moving office:0.51, moving locations:0.5, movers storage:0.5, professional movers:0.5, moving house:0.45, commercial moving:0.45, angeles moving:0.45, moving piano:0.42, packing delivery:0.41","United Prime Van Lines is a moving company that offers a range of services for residential and commercial moves across the U.S., including local, long-distance, office, last-minute, and house moves. Their main functionality includes full packing, furniture disassembly, fitness equipment moving, and storage services. They provide 24/7 availability, ensure reliable service with trained movers, and offer free estimates to help clients manage their moving needs efficiently. The company emphasizes customer satisfaction through high ratings and positive reviews on their moving experiences.","https://www.facebook.com/movingupvl, https://www.instagram.com/moving_upvl",78,1-10M,1-10,2020-09-03,500 Three Island Blvd 420,Hallandale,FL,33009,US,"+16504729707, +18888075399",info@unitedprimevanlines.com,,2026-06-05,"{""B2B"": 0.99, ""B2C"": 0.92}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,United Prime Van Lines,has_public,info@unitedprimevanlines.com,ok,skipped,info@unitedprimevanlines.com,P0,done,"Noticed that you’ve been handling moves out of Hallandale since 2020 with a small, dedicated team."
On Shore Movers,onshoremovers.com,Long Distance Moving and Storage,1,92,CONSUMER_SERVICES:1.0,"B2B:0.94, B2C:0.94","residential moving:0.56, moving need:0.51, relocation services:0.51, moved stuart:0.5, moving services:0.5, movers stuart:0.49, packing services:0.48, florida mover:0.47, movers local:0.47, office moving:0.44, moving hours:0.43, contact san:0.43, trusted moving:0.43, services stuart:0.42, supplies moving:0.41","On Shore Movers is a moving company based in Stuart, FL, offering a range of services for both residential and commercial moves. Their main functionalities include professional packing, furniture wrapping, transportation, and storage solutions. They also provide packing supplies and equipment transport, ensuring efficient relocation processes with no hidden fees. The company emphasizes customer communication and aims to simplify the moving process through tailored support and resources.","https://www.facebook.com/bcbrothersmoving, https://www.instagram.com/bcbrothersmoving",75,1-10M,1-10,2024-06-20,,Irwinton,GA,31042,US,"+17722380138, +19126585700",info@bcbrothersmoving.com,,2026-05-29,"{""B2B"": 0.94, ""B2C"": 0.94}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,On Shore Movers,has_public,info@bcbrothersmoving.com,catch_all,deliverable,info@bcbrothersmoving.com,P0,done,Noticed that you’re running On Shore Movers out of Irwinton after starting up just two years ago.
Stuart Moving Services,stuartmoving.com,Long Distance Moving and Storage,1,92,CONSUMER_SERVICES:1.0,"B2B:0.99, B2C:0.98","moving services:0.57, moving storage:0.56, commercial storage:0.51, packing storage:0.49, fl packing:0.49, treasure coast:0.49, local movers:0.49, storage vehicle:0.48, packing vehicle:0.47, services florida:0.46, services vehicle:0.46, company moving:0.44, commercial moving:0.44, solutions warehouse:0.42, owners stuart:0.32","Stuart Moving Services is a local moving company based in Stuart, FL, offering residential and commercial moving solutions. Their main services include packing, loading, and unloading of belongings, as well as vehicle moving and storage solutions. They also provide international moving services and are licensed, bonded, and insured, ensuring customer satisfaction through professional service and support throughout the move process.",,84,1-10M,1-10,2020-08-05,3160 Se Dixie Hwy,Stuart,FL,34997,US,+17722236683,ryan@stuartmoving.com,,2026-05-29,"{""B2B"": 0.99, ""B2C"": 0.98}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Stuart Moving Services,has_public,ryan@stuartmoving.com,ok,skipped,ryan@stuartmoving.com,P0,done,Not many moving companies in Stuart handle both international moves and vehicle transport with a small team.
Father & Son Moving & Storage,fathersonmovers.com,Long Distance Moving and Storage,1,92,CONSUMER_SERVICES:0.99,"B2B:0.94, B2C:0.84, B2G:0.88","moving father:0.57, moving needs:0.45, son moving:0.45, moving storage:0.42, moving business:0.38, international moving:0.36, process father:0.36, fathersonmovers com:0.36, serve moving:0.36, stressful father:0.35, moved weeks:0.35, piano moving:0.31, shipping home:0.31, locations boca:0.3, packing services:0.29","Father & Son Moving & Storage is a moving company that offers a range of services including local, long-distance, corporate, office, art and piano moving, packing, storage, and international shipping. They provide tailored moving solutions for various moves across Florida, ensuring customer satisfaction through professional service and transparent pricing without hidden fees. The company operates multiple locations in the region and emphasizes timely delivery and efficient handling of belongings to meet individual needs.",,98,1-10M,1-10,2018-02-20,,Boca Raton,FL,33431,US,"+13058006683, +13219512266, +15617475400, +15618635000, +15619682400, +17722201600, +18668401986, +19549294400",info@fathersonmovers.com,,2026-05-23,"{""B2B"": 0.94, ""B2C"": 0.84, ""B2G"": 0.88}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Father & Son Moving & Storage,has_public,info@fathersonmovers.com,ok,skipped,info@fathersonmovers.com,P0,done,Not many moving companies in Boca Raton handle both art and piano moves along with international shipping.
Ocean Moving and Storage,oceanmovingandstorage.com,Long Distance Moving and Storage,1,92,CONSUMER_SERVICES:1.0,"B2B:0.98, B2C:0.94","miami moving:0.58, moving services:0.57, moving service:0.56, moving insurance:0.54, business moving:0.53, residential moving:0.51, moving companies:0.5, movers atlanta:0.49, relocation packing:0.49, florida company:0.47, moving requirements:0.46, local movers:0.44, moving storage:0.44, services boston:0.39, moving ocean:0.37","Ocean Moving and Storage is a local and long-distance moving company that offers moving services for individuals, families, and businesses across the 48 contiguous states. Their main functionalities include residential and corporate moving, packing services, and storage solutions. Key features include personalized moving assistance, efficient packing processes, and secure storage options to ensure the safe handling of belongings. The company emphasizes customer satisfaction and aims to provide reliable moving support tailored to individual needs.","https://www.linkedin.com/company/ocean-moving-&-storage-corp, https://www.facebook.com/pages/ocean-moving-and-storage/103806513036157, https://twitter.com/oceanmoving",79,1-10M,1-10,2023-10-17,1592 Nw 159Th St,Miami Gardens,FL,33169,US,+13054051372,fiona@oceanmovingandstorage.com,,2026-05-20,"{""B2B"": 0.98, ""B2C"": 0.94}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Ocean Moving and Storage,has_public,fiona@oceanmovingandstorage.com,catch_all,deliverable,fiona@oceanmovingandstorage.com,P0,done,Noticed that you’ve been handling moves out of Miami Gardens since late 2023 with a small team.
Sethi Transport Inc,sethitransport.com,Long Distance Moving and Storage,0.92,92,CONSUMER_SERVICES:0.93,"B2B:0.97, B2C:0.97","cabinetry delivery:0.63, moving delivery:0.62, delivery storage:0.61, delivery residential:0.59, storage delivery:0.56, furniture cabinetry:0.53, delivery setup:0.52, boutique moving:0.52, packing moving:0.51, items shippers:0.45, moving organizing:0.45, organizer business:0.44, furniture showrooms:0.44, transport page:0.41, design services:0.39","Sethi Transport Inc. is a moving service based in Los Angeles that offers residential and commercial moving, organizing, and furniture delivery. Their main functionalities include packing, unpacking, and organizing moves for IT equipment, as well as providing interior design services to create aesthetically pleasing spaces. They also offer storage solutions for items sourced from other shippers, ensuring proper care and efficient handling of belongings.",https://instagram.com/sethitransportcompany,120,1-10M,1-10,2016-12-08,,Los Angeles,CA,,US,+18183837786,info@sethitransport.com,,2026-05-29,"{""B2B"": 0.97, ""B2C"": 0.97}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Sethi Transport,has_public,info@sethitransport.com,ok,skipped,info@sethitransport.com,P0,done,Noticed that you handle organizing moves for IT equipment alongside your Los Angeles operations.
Summit Movers Inc.,summitmoversinc.com,Long Distance Moving and Storage,0.66,92,CONSUMER_SERVICES:0.9,"B2B:0.99, B2C:0.96","moving packing:0.43, moving industry:0.43, relocation process:0.41, quote residential moving:0.4, reliable moving:0.35, customer service:0.28, reliable fleet:0.19, furniture assembly:0.18, long distance:0.18, staging medical:0.17, minimal hassle:0.14, heavy lifting:0.13, experienced team:0.11, free estimate:0.03, comprehensive array:-0.0","Summit Movers Inc. is a moving company based in Panama City, Florida, offering residential and long-distance relocation services. They provide a range of services including apartment relocations, home staging, industrial moving, and packing solutions for medical equipment moves. The company emphasizes personalized customer service, detailed consultations to understand moving needs, and the use of quality moving materials and equipment. Summit Movers also offers flexible pricing options, including hourly or flat rates, and operates throughout Central Florida.",https://www.facebook.com/pages/summit-movers/145204675524292,75,1-10M,1-10,2019-10-10,2143 Sherman Ave,Panama City,FL,32405,US,+18507846683,moveup@summitmoversinc.com,,2026-06-07,"{""B2B"": 0.99, ""B2C"": 0.96}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Summit Movers,has_public,moveup@summitmoversinc.com,ok,skipped,moveup@summitmoversinc.com,P0,done,Not many moving companies in Panama City handle medical equipment moves alongside home staging and apartment relocations.
Katz Moving,katzmoving.com,Small Move and Man-with-Van Movers,1,42,CONSUMER_SERVICES:0.98,"B2B:0.96, B2C:0.91","katz moving:0.65, nyc katz:0.54, licenses katz:0.54, info katzmoving:0.53, katzmoving com:0.52, moving stuff:0.52, moving nyc:0.51, commercial moving:0.49, moving services:0.48, katz 855:0.46, katz spent:0.45, property moving:0.44, moving established:0.44, truck leave:0.38, interstate motor:0.35","Katz Moving is a moving company that focuses on creating an eco-friendly and transparent moving process for both residential and commercial clients. They emphasize the use of innovative materials, such as cardboard boxes and plastic tape, to minimize environmental impact while ensuring transparency in the movement of belongings. The company is fully licensed by the US DOT and NYS DOT for household goods moving and general property moving services across the United States, promoting responsible and sustainable moving practices.","https://www.linkedin.com/company/katz-moving, https://www.facebook.com/299269883460562, https://www.facebook.com/katzmoving, https://twitter.com/katzmoving, https://www.youtube.com/user/katzmoving, https://www.yelp.com/biz/katz-moving-new-york-2",96,1-10M,1-10,2022-02-16,47-47 Austell Place,Long Island City,NY,11101,US,+17183103990,info@katzmoving.com,,2026-05-29,"{""B2B"": 0.96, ""B2C"": 0.91}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Katz Moving,has_public,info@katzmoving.com,ok,skipped,info@katzmoving.com,P0,done,Not many moving companies in Long Island City have put eco-friendly materials front and center since 2022.
Midwest Installation Group,midwestinstallationgroup.com,Office Furniture Installation Services,1,44,"CONSUMER_SERVICES:0.78, BUSINESS_PRODUCTS_AND_SERVICES:0.21","B2B:0.98, B2C:0.51","solutions storage:0.53, storage schools:0.53, asset midwest:0.51, relocation storage:0.51, sales midwestinstallationgroup:0.5, solutions rental:0.5, experience midwest:0.49, moving storage:0.47, midwest installation:0.47, storage commitment:0.46, storage customers:0.44, speedy relocation:0.41, services moving:0.41, outreach moving:0.41, logistical needs:0.38","Midwest Installation Group offers moving and storage services tailored for educational institutions, businesses, and individuals. Their main functionalities include professional relocation, furniture installation, and secure storage solutions such as warehouse units and self-storage options. They focus on ensuring a seamless transition to new spaces while providing personalized support throughout the move process, including packing, unpacking, and managing assets efficiently. The company aims to meet the unique needs of each client by minimizing disruption and maintaining high standards of service.","https://www.linkedin.com/company/midwest-installation-group, https://www.facebook.com/mig.ohio",133,1-10M,1-10,2018-06-12,364 Griswold Road,Elyria,OH,44035,US,"+14403751233, +14405167898",sales@midwestinstallationgroup.com,,2026-06-08,"{""B2B"": 0.98, ""B2C"": 0.51}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Midwest Installation Group,has_public,sales@midwestinstallationgroup.com,ok,skipped,sales@midwestinstallationgroup.com,P0,done,Noticed that you’ve been handling moves for Elyria’s schools and businesses since 2018.
RIOF INC,riofinc.com,Office Furniture Installation Services,1,44,"BUSINESS_PRODUCTS_AND_SERVICES:0.78, CONSUMER_SERVICES:0.19","B2B:0.91, B2C:0.75, B2G:0.81","team riof:0.5, riof reconfiguration:0.49, home riof:0.49, riof contacts:0.44, blog riof:0.43, riof did:0.42, office furniture:0.41, nursing homes:0.39, warehouse definitely:0.38, best services:0.36, relocation asset:0.34, onsite facility:0.31, management cleaning:0.3, delivery setup:0.29, recommend leticia:0.28","RIF Inc is a company that specializes in the reconfiguration and installation of office furniture, asset management, cleaning, modifications, and onsite facility services. Their main purpose is to create efficient work spaces through various types of furniture and tailored solutions for different industries, including healthcare, government, and corporate offices. Key features include access to modern furniture options, effective asset management techniques, and personalized service to meet specific client needs.",,157,1-10M,1-10,2016-07-10,915 Branch Dr,Alpharetta,GA,30004,US,+16786128201,info@riofinc.com,,2026-05-28,"{""B2B"": 0.91, ""B2C"": 0.75, ""B2G"": 0.81}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,RIOF,has_public,info@riofinc.com,ok,skipped,info@riofinc.com,P0,done,Not many moving companies in Alpharetta have focused on office furniture reconfiguration and installation since 2016.
"Terry's Installation and Delivery Service, Inc.",terrysinstallation.com,Office Furniture Installation Services,0.3,44,"BUSINESS_PRODUCTS_AND_SERVICES:0.67, CONSUMER_SERVICES:0.28","B2B:0.75, B2C:0.92","relocation equipment:0.56, relocation office:0.55, terry installation:0.54, office relocation:0.54, furnishings terry:0.48, relocation installation:0.46, terry owner:0.45, email terrys:0.45, moving services:0.45, installation delivery:0.43, installation company:0.42, delivery service:0.42, office equipment:0.42, provides managerial:0.33, business johnnie:0.32","Terry's Installation and Delivery Service, Inc. is a company based in Jackson, MS, specializing in home relocation and office equipment installation. They offer services such as furniture rearranging, modular system installations, and storage solutions for temporary or long-term needs. The company emphasizes client satisfaction and aims to provide efficient service while maintaining strong relationships with clients throughout the moving process.",,118,1-10M,1-10,2019-09-04,1301 Moody Street,Jackson,MS,39202,US,+16013555182,terrys@terrysinstallation.com,,2026-05-31,"{""B2B"": 0.75, ""B2C"": 0.92}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Terry's Installation and Delivery Service,has_public,terrys@terrysinstallation.com,ok,skipped,terrys@terrysinstallation.com,P0,done,Not many moving companies in Jackson handle both home relocation and office equipment installation like you do.
River City Movers,rivercitymovers.net,Specialty Heavy Item Movers,1,45,CONSUMER_SERVICES:1.0,"B2B:0.96, B2C:0.96","local movers:0.52, city moving:0.52, city movers:0.52, river city:0.47, moving needs:0.46, neighborhood movers:0.44, moving neighbors:0.43, movers post:0.42, moves packing:0.4, belongings need:0.38, free moving:0.37, falls local:0.36, item moved:0.36, service packing:0.36, rearrange furniture:0.32","River City Movers is a moving company based in Post Falls, ID, specializing in home moves, office relocations, and long-distance moves. They offer services such as furniture relocation, packing, loading and unloading, and furniture disposal. The company emphasizes customer service and provides free estimates, ensuring a smooth moving experience for clients. Additionally, they support community heroes by offering discounts on military and law enforcement personnel.",https://www.facebook.com/people/river-city-movers-llc/61551449064970,90,<1M,1-10,2016-11-15,11040 W. Hayden Ave,Post Falls,ID,,US,+12087716683,shane@rivercitymovers.net,,2026-05-05,"{""B2B"": 0.96, ""B2C"": 0.96}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,River City Movers,has_public,shane@rivercitymovers.net,ok,skipped,shane@rivercitymovers.net,P0,done,Noticed that River City Movers has been serving Post Falls since 2016 with a focus on supporting community heroes.
WeMoveLife,we-move.life,Orange County Local Moving Services,1,47,CONSUMER_SERVICES:0.9,"B2B:0.8, B2C:0.93","orange county:0.55, ca moving:0.51, counties moving:0.5, services california:0.49, diego counties:0.49, moving services:0.49, counties services:0.47, residential moving:0.47, services orange:0.46, angeles orange:0.46, county san:0.46, bernardino san:0.44, booking moving:0.44, hourly movers:0.42, pickup address:0.34","WeMoveLife is a moving company that offers professional moving services in Orange County, California, covering both residential and commercial moves. Their main functionality includes online booking for move arrangements, real-time tracking of belongings through live video monitoring and GPS tracking, as well as dedicated chat support for customer communication throughout the moving process. Key features include transparent pricing with no hidden fees, trained movers equipped with advanced technology, and comprehensive coverage for moving expenses across multiple counties in California.",,81,1-10M,1-10,2025-03-26,,Orange County,CA,,US,,info@we-move.life,,2026-05-30,"{""B2B"": 0.8, ""B2C"": 0.93}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,WeMoveLife,has_public,info@we-move.life,ok,skipped,info@we-move.life,P0,done,Noticed that you’re one of the few Orange County movers offering live video monitoring and GPS tracking for every move.
SoCal Elite Moving & Storage,socalelitemovers.com,Orange County Local Moving Services,1,47,CONSUMER_SERVICES:1.0,"B2B:0.98, B2C:0.97","moving california:0.63, moving huntington:0.56, ca movers:0.5, county california:0.5, county movers:0.49, moving socal:0.49, services california:0.48, huntington beach:0.47, california express:0.47, orange county:0.46, orange california:0.46, california socal:0.45, california local:0.44, san diego:0.42, beach moving:0.39","SoCal Elite Movers is a moving company based in Huntington Beach, California, specializing in local and long-distance moves for residential and commercial clients. They offer a range of services including apartment moving, long- distance moving, and express routes to various locations across Orange County and surrounding areas. Key features include free estimates, professional movers, packing and unpacking services, and the ability to coordinate moves with next-day delivery and insurance coverage. The company emphasizes customer service and has over 15 years of experience in the industry, ensuring reliable support throughout the moving process.",,104,<1M,1-10,2018-07-04,18961 Gothard St,Huntington Beach,CA,92648,US,+16573779714,info@socalelitemovers.com,,2026-05-15,"{""B2B"": 0.98, ""B2C"": 0.97}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,SoCal Elite Moving & Storage,has_public,info@socalelitemovers.com,ok,skipped,info@socalelitemovers.com,P0,done,Noticed that you've been handling moves across Orange County from Huntington Beach since 2018.
Trident Moving,tridentmoving.com,Affordable NYC Last Minute Movers,1,48,CONSUMER_SERVICES:1.0,"B2B:0.92, B2C:0.91","moving nyc:0.73, nyc moving:0.72, movers nyc:0.63, office moving:0.61, moving companies:0.59, moving services:0.59, residential moving:0.57, moving needs:0.56, moving street:0.54, moving new:0.53, waiting relocating:0.53, commercial relocations:0.53, services nyc:0.49, relocating sun:0.46, trident moving:0.44","Trinity Moving is a moving company that offers a range of services for residential and commercial relocations in New York City. Their main functionalities include local, long-distance, office, and commercial moving, as well as last-minute moving assistance. Key features include packing, unpacking, loading, and unloading, white glove service for items, affordable delivery options, and a focus on customer satisfaction throughout the moving process. The company emphasizes efficient service, affordability, and personalized support to ensure smooth relocation experiences.",,81,1-10M,1-10,2020-06-25,2106 Navy Pier Ct,Staten Island,NY,10304,US,+16464798994,info@tridentmoving.com,,2026-05-13,"{""B2B"": 0.92, ""B2C"": 0.91}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Trident Moving,has_public,info@tridentmoving.com,ok,skipped,info@tridentmoving.com,P0,done,Noticed that you’ve been handling last-minute moves across New York City since 2020.
Moveco Moving Services,movecomovers.com,Affordable NYC Last Minute Movers,0.94,48,CONSUMER_SERVICES:1.0,"B2B:0.99, B2C:0.94","residential moving:0.54, moving residential:0.54, moving furniture:0.52, moving services:0.5, movers servicing:0.49, moving company:0.47, contact moveco:0.46, removal moveco:0.45, oversees moving:0.44, moving packing:0.43, county ny:0.4, moving commercial:0.4, bronx nassau:0.4, cleanouts nyc:0.38, businesses queens:0.37","Moveco Moving Services is a moving company based in Queens, NY, offering residential and commercial moving solutions for both home and business clients. They provide services such as packing, unpacking, furniture removal, and cleaning of homes and offices. The company has been operating since 1985 and is licensed and insured, ensuring professional handling of belongings and providing free estimates for their moving needs.",https://www.facebook.com/movecomovingservices,80,1-10M,1-10,2018-08-07,146-44 Liberty Avenue,Jamaica,NY,11435,US,+17187388732,bob@movecomovers.com,,2026-05-23,"{""B2B"": 0.99, ""B2C"": 0.94}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Moveco Moving Services,has_public,bob@movecomovers.com,ok,skipped,bob@movecomovers.com,P0,done,"Noticed that Moveco Moving Services has been handling moves in Jamaica, NY since 2018 with a small team."
