query_name,segment,Domain,Name,company_clean,icp_fit,industry_groups,business_model,Score,similarity,revenue_range,employees,start_date,City,State,Country,phones,public_emails,description,batch_id,emails_ok_count,emails_catchall_count,contacts_with_ok,reachable_status,ingested_at,Company,Title,Seniority,Department,Email,Verified,Phone,Social,Connections,_sheet_id,✨ ICP Fit,Similarity,Industry Groups,Employees,Start Date,Street,Zip,Redirect Domain,Description,Keywords,Update Date,source_sheet
General Moving Companies in US / CA 2,no_contacts,newleafmovinggroup.com,,New Leaf Moving Group,,,,137,,,,,New York,NY,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,New Leaf Moving Group,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:1.0,1-10,2020-11-20,123 Re Street,10001,,"New Leaf Moving Group offers professional interstate moving services, specializing in packing kitchenware and other household items. Their main functionality includes organizing the packing process by decluttering essential items, ensuring proper labeling for safe labeling, and providing specialized packing kits for fragile items like glassware and small appliances. They also offer free shipping on orders over $100 within the U.S., as well as a satisfaction guarantee that promises refunds if clients are not satisfied with their move.","kitchen packing:0.72, packing kitchen:0.68, packing kitchenware:0.66, diy packing:0.62, items packing:0.62, kitchen unpacking:0.61, home packing:0.6, specialty packing:0.59, packing services:0.58, packing tips:0.57, packing requires:0.57, guide packing:0.56, pack dishes:0.54, kitchenware interstate:0.53, moving interstate:0.49",2026-05-24,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,newyorkagriwomen.com,,New York Moving & Storage,,,,91,,,,,Brooklyn,NY,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,New York Moving & Storage,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:0.99,1-10,2020-04-07,,,,"Brooklyn Movers is a moving service that specializes in commercial relocations in New York. The main functionality of the website includes providing information on hiring and booking moving companies, offering detailed quotes, and ensuring compliance with local regulations. Key features include tips for selecting the right movers based on individual experiences, secure storage options, and support throughout the move process.","movers residential:0.65, relocation movers:0.62, residential moving:0.62, moving business:0.62, relocating business:0.61, commercial movers:0.61, movers nyc:0.6, movers hiring:0.6, professional movers:0.59, moving brooklyn:0.58, moving retail:0.57, commercial moving:0.56, movers questions:0.54, moving costs:0.51, mover warehouse:0.51",2026-06-08,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,nexmov.com,,NEXMOV Relocation Specialists,,,,135,,,,,Boerne,TX,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,NEXMOV Relocation Specialists,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:0.99,1-10,2018-06-15,,,,"NEXMOV is a relocation service that specializes in helping individuals navigate the complexities of moving for various age groups, including seniors and those relocating to Texas. The company offers services such as planning, coordination, packing, transport, and logistics tailored for long-distance moves. NEXMov focuses on simplifying the moving process through personalized support and efficient management, ensuring clients receive assistance throughout their moving journey.","nexmov relocation:0.63, careers nexmov:0.56, relocation support:0.54, relocation specialists:0.53, relocation senior:0.53, comprehensive relocation:0.52, liquidation nexmov:0.46, com relocation:0.46, nexmov com:0.42, intricacies moving:0.41, texas headquartered:0.4, antonio metropolitan:0.37, unpacking transport:0.35, logistics services:0.34, residents greater:0.34",2026-05-25,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,nextstepsenior.com,,Next Step Senior Relocation,,,,121,,,,,Palm Beach,FL,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,Next Step Senior Relocation,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:0.99,11-50,2017-08-16,,33480,,"Next.com is a moving service that offers relocation and home care solutions for individuals and families in Palm Beach County, Florida. Their main functionalities include professional consulting for home sales, packing, and housekeeping services, as well as assistance with furniture placement and maintenance planning. They provide tailored support to help clients navigate the moving process effectively, ensuring a smooth transition from living to enjoying their new homes.","palm beach:0.49, county fl:0.49, beach county:0.46, relocation palm:0.45, senior relocation:0.45, florida page:0.44, south florida:0.42, serving broward:0.41, services seniors:0.38, senior living:0.37, martin palm:0.31, housekeeping services:0.31, consulting concierge:0.27, staging home:0.25, transition planning:0.25",2026-06-13,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,niceguysmovers.com,,Nice Guys Movers,,,,87,,,,,Santa Rosa,CA,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,Nice Guys Movers,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:1.0,11-50,2018-03-14,4655 Round Barn Blvd,95403,,"Nice Guys Movers is a moving company that offers residential and commercial moving services in Sonoma and San Diego Counties, California. They provide a streamlined process for clients to book their move through an online platform, which includes scheduling appointments, obtaining a free quote, and managing the packing and unpacking of belongings. Key features include professional packing services, tax-deductible insurance options, and a commitment to customer satisfaction with transparent pricing and timely service.","movers sonoma:0.55, movers employees:0.5, residential moving:0.5, movers highly:0.49, guys movers:0.48, moved san:0.47, movers client:0.46, order movers:0.46, review movers:0.44, relocation work:0.43, piano movers:0.43, moving packing:0.42, desired moving:0.39, diego employment:0.34, make nice:0.3",2026-06-14,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,nicksmoving.com,,Nick's Moving,,,,118,,,,,Cambridge,MA,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,Nick's Moving Company,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:1.0,1-10,2017-08-02,129 Mt Auburn St.,02138,,"Nick's Moving Company is a moving service based in Boston that offers residential and commercial relocation solutions. They provide packing, unpacking, and secure storage services for items such as furniture, home appliances, and clothing. The company has over 30 years of experience and operates multiple moving companies across Massachusetts, ensuring reliable support throughout the move process. Key features include free estimates, competitive pricing, and a focus on customer satisfaction.","relocating needs:0.55, movers boston:0.54, local movers:0.52, company moving:0.52, home moving:0.51, moving services:0.51, relocation storage:0.51, relocate moving:0.51, storage boston:0.5, customers moving:0.5, nick moving:0.5, companies nick:0.48, reliable moving:0.48, shop relocation:0.47, rental facility:0.41",2026-06-03,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,nmsmoving.com,,NMS Moving Systems,,,,86,,,,,Oxnard,CA,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,NMS Moving Systems Inc,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,"CONSUMER_SERVICES:0.8, BUSINESS_PRODUCTS_AND_SERVICES:0.19",11-50,2018-07-14,4496 Mercantile Street,93030,,"NMS Moving Systems Inc is a moving and storage company that offers services for residential, commercial, and international moves. They provide safe handling of belongings, secure storage facilities, and local, long-distance moving options. Established in 1974, NMS emphasizes customer service, timely project completion, and tailored solutions to meet the specific needs of their clients. The company also features a network of over 1,000 licensed warehouses across California and New York State.","specialty storage:0.5, storage company:0.48, storage facilities:0.47, services residential:0.47, storage services:0.46, moving services:0.45, ca nms:0.45, commercial nms:0.44, facilities retail:0.43, storage commercial:0.42, moving companies:0.41, moving storage:0.41, equipment hospitality:0.41, nms moving:0.39, relocation medical:0.33",2026-06-12,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,noahsmovingark.com,,Noah's Ark Moving Services,,,,84,,,,,Chehalis,TX,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,Noah's Ark Moving Services,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:1.0,1-10,2019-10-25,,98532,,"The website offers a range of services and products, including digital marketing solutions for businesses looking to enhance their online presence. It provides tools like Google Analytics, Facebook Ads, and TikTok advertising campaigns that focus on social media engagement and product promotion. Users can also access information about various services such as automated messaging, real-time updates, and the ability to create custom websites tailored to specific business needs.","ark moving:0.59, contact noah:0.54, moving services:0.5, home noah:0.46, noah ark:0.45, moving company:0.44, moving projects:0.41, services home:0.41, belongings moving:0.41, moving truck:0.4, contact home:0.38, noahsmovingark gmail:0.36, 2187 noahsmovingark:0.36, away safe:0.3, make easy:0.24",2026-06-05,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,northamericanvanlines.ca,,North American Van Lines,,,,112,,,,,Etobicoke,ON,CA,,,,,,,,,2026-06-23T14:47:54.181+03:00,North American Van Lines,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:0.91,11-50,2018-02-05,5405 Eglinton Ave. W.,M9C5K6,,"North American Van Lines is a moving company that offers a range of services for both household and corporate relocation needs in Canada and internationally. Their main functionality includes providing transparent pricing, 24/7 customer support, and tailored moving solutions with options for self-movement or corporate relocations. Key features include packing tips, moving cost calculators, and a network of over 500 local agents to assist clients throughout the moving process.","relocation customer:0.61, international moving:0.5, type apartment house:0.44, service moving:0.42, current residence:0.4, long distance level:0.24, upfront pricing:0.22, local representative:0.22, automated telephone dialing:0.22, van lines consent:0.22, wireless number:0.18, real industry:0.18, personalized approach:0.13, submit button:0.12, initial estimate:0.04",2026-06-13,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,northdesertmoving.com,,North Desert Moving,,,,86,,,,,Cottonwood,AZ,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,"North Desert Moving, LLC",,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,"CONSUMER_SERVICES:0.93, BUSINESS_PRODUCTS_AND_SERVICES:0.07",1-10,2018-10-03,343 E Cherry St,86326,,"North Desert Moving is a moving company based in Cottonwood, Arizona, offering residential and commercial relocation services. Their main functionalities include professional packing and unpacking, furniture delivery, and junk removal services. They provide tailored moving solutions for both home and business relocations, ensuring efficient and stress-free transitions while maintaining customer satisfaction. The company operates Monday to Friday from 6:00 AM to 6:30 PM and Saturday from 7:00AM to 4:00 PM.","cottonwood relocating:0.67, cottonwood arizona:0.63, services cottonwood:0.62, moving cottonwood:0.62, cottonwood az:0.61, relocations arizona:0.6, movers cottonwood:0.58, business arizona:0.55, arizona movers:0.55, arizona deliver:0.53, arizona locally:0.52, az licensed:0.5, residential moving:0.49, desert moveing:0.48, moving services:0.47",2026-05-29,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,northrichlandhillsmovers.com,,North Richland Hills Movers,,,,75,,,,,North Richland Hills,NJ,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,North Richland Hills Movers,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:0.92,1-10,2022-02-11,,,,"North Richland Hills Movers is a moving company that offers a range of relocation services including long-distance, local, and commercial moves. Their main functionality is to provide personalized moving solutions tailored to individual needs, ensuring safe and efficient movement processes for both residential and commercial clients. Key features include professional packing services, transparent pricing without hidden fees, secure transportation options, and comprehensive storage solutions. The team focuses on customer satisfaction and aims to create a stress-free experience through their extensive local knowledge and expertise.","local movers:0.58, movers local:0.57, movers provides:0.57, movers relocation:0.57, tx relocating:0.55, movers north:0.54, experience relocating:0.54, movers near:0.53, movers choosing:0.51, movers network:0.51, moving needs:0.49, relocating business:0.49, hills movers:0.48, reliable moving:0.45, richland hills:0.44",2026-06-11,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,northwestcommunitymovers.com,,Northwest Community Movers,,,,103,,,,,Smithers,BC,CA,,,,,,,,,2026-06-23T14:47:54.181+03:00,Northwest Community Movers,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:1.0,1-10,2021-04-06,,V0J 1Z0,,"Northwest is a moving and home services company that offers assistance with various relocation needs, including packing, repairs, and renovations. They provide free quotes for new homes and assist clients throughout the moving process, ensuring a streamlined experience. The company operates in multiple locations across Canada and emphasizes customer satisfaction through professional service and support.","northwest community:0.56, northwest regions:0.48, covering northwest:0.47, located smithers:0.42, bc hours:0.37, community movers:0.37, movers helping:0.37, team northwest:0.36, home services:0.27, book appointment:0.25, haida gwaiii:0.25, office located:0.25, prince george:0.24, just packing:0.22, life journey:0.21",2026-06-09,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,northwestrecovery.com,,Northwest Recovery,,,,190,,,,,Rolling Meadows,IL,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,Northwest Recovery,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,"AUTOMOTIVE:0.95, CONSUMER_SERVICES:0.05",11-50,2019-02-01,,60008,,"Northwest Recovery is a towing company that specializes in providing private property parking services for residential properties. Their main functionality includes on-site vehicle removal, 24/7 call and tow assistance, and a Parking Patrol service that monitors properties for security and safety. They offer a digital parking pass available 24/ 7 for easy access and prioritize residents' needs by ensuring their vehicles are safe and up-to-date. Northwest Recovery does not work with police or commercial properties, focusing instead on community safety and support.","parking towing:0.67, tow parking:0.66, towing services:0.63, towing service:0.61, recovery parking:0.59, property towing:0.59, services parking:0.59, parking management:0.58, nwr parking:0.56, property parking:0.56, condition parking:0.55, professional towing:0.52, going towed:0.51, delegate parking:0.5, contracting northwest:0.4",2026-06-13,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,number1movers.ca,,Number 1 Movers Canada,,,,143,,,,,Hamilton,ON,CA,,,,,,,,,2026-06-23T14:47:54.181+03:00,Number 1 Movers Canada,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:1.0,1-10,2018-05-10,398 Nash Rd N,L8E 2W5,,"Number 1 Movers Canada is a moving company that offers a range of services for residential and commercial relocations across the country. Their main functionalities include local, long-distance, office, piano moving, and specialized storage options. The company provides free estimates, expert movers who undergo extensive training to ensure safe relocation processes, and they also offer specialized services such as packing, shipping, and storage solutions. They focus on creating a stress-free moving experience by ensuring all team members are registered and insured.","movers canada:0.66, movers ontario:0.64, moving canada:0.63, movers manitoba:0.61, movers alberta:0.61, moving services:0.6, moving toronto:0.59, movers provide:0.58, moving calgary:0.58, residential moving:0.58, affordable moving:0.58, saskatchewan moving:0.57, moving halifax:0.53, moving company:0.52, services canada:0.49",2026-06-07,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,nwspecialtymoving.com,,NW Specialty Moving,,,,108,,,,,Montgomery,TX,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,NW Specialty Moving,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,"CONSUMER_SERVICES:0.87, SECURITY:0.12",1-10,2018-07-08,15629 Tobacco Rd,77316,,"NW Specialty Moving is a moving service specializing in the relocation of gun safes, heavy items, and other specialty items for residential and commercial clients in Houston and surrounding areas. The company offers services such as heavy safe transportation, piano moving, staircase safe navigation, and installation, utilizing industry-grade equipment to ensure careful handling of items like pianos and statues. With over 24 years of experience, NW Specialtymoving focuses on customer satisfaction and provides tailored solutions for various moving needs.","moving houston:0.53, specialty moving:0.5, houston gun:0.5, movers specializing:0.5, moving gun:0.49, movers houston:0.47, houston safe:0.47, gun safes:0.46, houston specialty:0.46, safe movers:0.46, safe transportation:0.45, houston heavy:0.45, specialty heavy:0.45, moving delivery:0.43, item relocation:0.43",2026-06-09,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,nycgreenlinemovers.com,,NYC Green Line Movers,,,,98,,,,,Brooklyn,NY,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,NYC Green Line Movers,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:0.89,1-10,2018-07-09,88 9Th Street,11215,,"NY Green Line Movers is a local moving company that provides a range of moving services across the New York City area, including residential, commercial, and specialized moves such as apartment relocations, small moves, and last-minute relocation. They offer flat-rate pricing with no hidden fees, 24/7 availability for urgent needs, and comprehensive logistics services like in-building coordination and event transportation. The company emphasizes transparent communication and customer service, ensuring tailored solutions for various moving tasks while maintaining high standards of professionalism and reliability.","moving nyc:0.64, nyc moving:0.63, nyc movers:0.63, movers nyc:0.62, moves nyc:0.58, movers provides:0.54, moving costs:0.54, moving need:0.54, residential moves:0.53, moving building:0.53, local movers:0.52, relocating new:0.51, relocations boroughs:0.5, furniture relocating:0.5, moves apartment:0.49",2026-06-02,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,nycmoveu.com,,Move U,,,,186,,,,,Brooklyn,NY,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,Move U,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:1.0,1-10,2018-04-10,134 N 4Th St,11249,,"Move U is a moving service that offers personalized moving solutions for New York City. It provides instant quotes, a streamlined moving process with no hidden fees, and a range of services including local, long-distance, packing, and storage options. Key features include live truck tracking, furniture protection, and the ability to book moves online, ensuring customer satisfaction throughout the move process. The company emphasizes safety and professionalism, employing trained movers who prioritize the well-being of belongings.","moving packing:0.59, yorker moving:0.59, moving needs:0.59, moving necessities:0.58, moving locals:0.57, moving services:0.55, plan moving:0.53, local movers:0.52, moving new:0.5, moving packages:0.5, home24 moving:0.49, help movers:0.49, distance storage:0.47, delivery storage:0.46, belongings need:0.41",2026-05-29,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,nycmovingmanwithavan.com,,NYC Moving Man with a Van,,,,117,,,,,New York,NY,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,NYC Moving Man with a Van,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:0.9,1-10,2016-12-07,,,,"NYC Moving Man with a Van offers moving services in New York City and the Tri-State Area. Customers can choose from various service packages, including full-service moves where staff handles the logistics for the client. The company emphasizes no hidden fees, hourly minimums, and no overtime charges, ensuring transparency and customer satisfaction throughout the move process. They provide free transportation to multiple locations and offer online payment options.","nyc moving:0.49, van movers:0.48, moving services:0.47, movers nyc:0.45, van needs:0.4, van rights:0.4, charges nyc:0.39, moving man:0.36, service reasonable:0.35, services michael:0.33, rate moved:0.33, transportation partial:0.33, clients considering:0.33, fees hourly:0.29, curb load:0.24",2026-06-09,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,nycrts.com,,Memories On The Move,,,,115,,,,,Levittown,NY,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,Memories On The Move,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:1.0,1-10,2017-01-24,94 Gardiners Lane,11756,,"Memories On The Move is a service that assists seniors and their families with moving or decluttering homes. They assist individuals in transitioning to independent communities, assisted living, or nursing homes by providing personalized support throughout the relocation process. Key services include customized move planning, packing and storage solutions, decluttering of old memories, and assistance with finding short-term stays at properties. The team consists of certified senior move managers who focus on creating an emotional connection for these elderly individuals while ensuring they can manage their own needs and obligations.","relocate memories:0.72, senior relocation:0.65, relocation transition:0.59, certified relocation:0.46, memories offers:0.46, offer relocate:0.45, moving storage:0.44, welcome relocate:0.43, renovate contact:0.42, mother transition:0.41, seniors families:0.41, transition specialist:0.41, assisted living:0.4, nursing home:0.37, estate learn:0.35",2026-06-03,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,nysfmoving.com,,New York Sunfung,,,,108,,,,,New York,NY,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,New York Sunfung,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:1.0,11-50,2018-07-05,,,,"Sunfung is a Chinese moving company based in New York City that offers a range of moving services for families and businesses. They provide professional relocation teams, including packing, storage, and handling of valuable items like pianos and furniture, with a focus on safety and customer satisfaction. With over 10 years of experience, Sunfung operates more than 20 branches across the city, ensuring timely and professional service throughout the move process. Their team consists of trained professionals who are experienced in handling various types of belongings, and they offer free telephone consultations to assess client needs and pricing.","chinese movers:0.62, chinese mover:0.58, chinese moving:0.54, moving goods:0.53, hinfung movers:0.52, moving industry:0.52, moving company:0.5, movers new:0.49, relocation items:0.49, moving people:0.47, cargo moving:0.46, yorkers moving:0.45, mover 718:0.45, york hinfung:0.39, sunfung company:0.36",2026-06-09,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,obaymovingcourierllc.com,,OBAY Moving & Courier,,,,118,,,,,Sterling,CO,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,OBAY Moving & Courier LLC,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:1.0,1-10,2017-07-17,11329 County Road 33,80751,,"OBAY Moving & Courier LLC is a moving company that offers a range of services including furniture, heavy equipment, and home staging. They provide packing, transportation, and coordination for items such as computers, televisions, and furniture. The company emphasizes professionalism, careful handling of belongings, and offers competitive pricing with no hidden fees. Their team consists of experienced movers who are committed to customer satisfaction and effective moving solutions.","local movers:0.56, moving packing:0.55, moving courier:0.55, moving services:0.54, households moving:0.52, movers pack:0.47, hire moving:0.47, things carry:0.46, services packing:0.45, handle moving:0.44, arrival goods:0.42, purchase things:0.4, stuff livelihood:0.4, furniture boxes:0.38, lbs stairs:0.3",2026-06-05,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,oc-movers.com,,OC-Movers,,,,79,,,,,Huntington Beach,CA,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,OC-Movers,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:0.9,1-10,2019-12-25,17610 Beach Blvd,92647,,"OC-Movers is a moving company based in Orange County, California, specializing in residential and commercial moves. They offer services such as apartment moving, long-distance relocation, office relocations, and packing assistance for families and individuals. Key features include personalized moving plans tailored to individual needs, free packaging materials, and the ability to handle both small and large moves across various cities in the region. OC-Mover also provides additional services like customs clearance and insurance coverage for eligible moves.","county relocating:0.56, county moving:0.54, county ca:0.54, orange county:0.5, county movers:0.5, residential moving:0.47, relocating new:0.46, moving services:0.44, relocations orange:0.43, california local:0.42, ca oc:0.42, county residential:0.41, costa mesa:0.41, movers huntington:0.41, ca packing:0.39",2026-06-05,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,ocbestmovers.com,,OC Best Movers,,,,403,,,,,Huntington Beach,CA,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,OC Best Movers,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:0.99,11-50,2018-07-11,19232 Beach Blvd,92648,,"OC Best Movers is a moving and storage company based in Southern California, with over 25 years of experience. They offer a range of services including packing, transportation, and storage solutions tailored to various relocation needs. Customers can request quotes for their move requirements, which include a 3-hour minimum drive time and no fuel charges on local moves. The company also provides free consultations to help clients plan their relocations effectively.","recommend moving:0.47, moving packing:0.47, moving storage:0.45, relocation services:0.45, professional moving:0.43, moving services:0.43, moving 25:0.41, moving company:0.41, affordable storage:0.39, studio bedroom:0.39, additional movers:0.38, california quick:0.32, company southern:0.29, commercial large:0.27, hourly rates:0.24",2026-06-03,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,oceansidelocalmovers.com,,Oceanside Local Movers,,,,92,,,,,Oceanside,CA,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,Oceanside Local Movers,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:0.91,1-10,2018-06-11,422 Civic Center Dr,92054,,"The website offers moving services for individuals and businesses, focusing on long-distance and short-term moves. It provides free quotes for various moving needs, including family relocations, home renovations, and vacation rentals. The company emphasizes reliability and aims to support clients throughout the moving process, ensuring a smooth transition from renting or selling homes. Users can contact the company via phone or email for inquiries and assistance with their moving requirements.","oceanside ca:0.72, oceanside movers:0.72, movers oceanside:0.71, oceanside local:0.7, info oceansidelocalmovers:0.63, oceanside committed:0.63, oceansidelocalmovers com:0.63, 2026 oceanside:0.61, dr oceanside:0.55, quote oceanside:0.54, movers wednesday:0.42, moving office:0.35, moving services:0.31, phone 858:0.28, address 422:0.25",2026-06-08,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,ocmovingservices.com,,OC Moving Services,,,,111,,,,,Irvine,CA,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,OC Moving Services,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:0.89,1-10,2019-01-16,7545 Irvine Center Drive,92618,,"OC Moving Services is a moving company that offers a range of relocation services for residential, commercial, and specialized moves in Orange County. Their main functionalities include local moving, office relocations, labor-only movers, furniture moving, and storage solutions. The team provides personalized packing and moving assistance, ensuring a seamless transition for clients while maintaining high standards of service and customer satisfaction. They also offer competitive pricing and have a strong reputation based on over 5,000 reviews from satisfied customers.","county movers:0.6, relocating orange:0.59, county moving:0.58, relocation oc:0.57, moving oc:0.56, orange county:0.54, affordable movers:0.52, business relocating:0.51, moving services:0.51, movers office:0.51, moving need:0.51, residential moving:0.5, moving storage:0.5, movers orange:0.47, moving furniture:0.45",2026-06-05,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,ocoeemovers.com,,Ocoee Movers,,,,181,,,,,Ocoee,FL,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,Ocoee Movers,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:1.0,1-10,2020-03-19,1646 E Silver Star Rd,34761,,"Ocoee Movers is a moving service provider based in Ocoee, FL, offering residential, long-distance, and commercial moves. They provide same-day moving solutions for urgent needs and professional packing and preparation to ensure safe transport of belongings. The company emphasizes customer service, transparent pricing, and has over 30 years of experience in the moving industry, catering to both local and international relocations.","movers residential:0.52, ocoee movers:0.52, moving ocoee:0.5, ocoee fl:0.49, affordable moving:0.49, residential moving:0.47, commercial movers:0.44, service ocoee:0.43, services residential:0.42, needs relocating:0.41, relocation services:0.4, info ocoeemovers:0.37, number bedrooms:0.37, rover rv:0.31, car select:0.26",2026-06-09,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,odex.ca,,ODEX,,,,113,,,,,Saint-Jérôme,QC,CA,,,,,,,,,2026-06-23T14:47:54.181+03:00,ODEX,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,"SUPPLY_CHAIN_AND_PROCUREMENT:0.6, CONSUMER_SERVICES:0.28",1-10,2021-02-26,,,,"ODEX Transport & Removal is a moving service that provides residential and commercial transportation solutions. Their main functionality includes complete move planning, secure packaging to prevent breakage, delivery and transport of furniture, and final installation after the move. They offer a turnkey solution tailored to customer needs, ensuring peace of mind throughout the logistics process. Additionally, ODEX handles collection and management of waste, catering to various locations in Quebec.","specialized transport:0.33, pro packaging:0.3, service area:0.26, equipment project:0.24, safe removal:0.24, economical solution:0.2, smooth experience:0.18, new address:0.17, immediate installation:0.16, trusted partner:0.16, customer satisfaction:0.15, total support:0.13, save time:0.13, rigorous organization:0.12, free submission:0.08",2026-06-08,CA2-06-23
